BARRIO,ARMA
CENTRO (LETICIA),SIN EMPLEO DE ARMAS
PARQUE PRINCIPAL,SIN EMPLEO DE ARMAS
LA MADERA,CONTUNDENTES
SANTA MARIA # 3,ARMA DE FUEGO
LA CIUDADELA,SIN EMPLEO DE ARMAS
LA CIUDADELA,SIN EMPLEO DE ARMAS
CAMPO VALDES 1  C-4,ARMA DE FUEGO
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
ARANJUEZ  C-4,ARMA DE FUEGO
BARRIO COLOMBIA C-14,SIN EMPLEO DE ARMAS
CERRO EL VOLADOR C-7,ARMA BLANCA / CORTOPUNZANTE
ENCISO C-8,ARMA DE FUEGO
PROGRESO 2 C-6,SIN EMPLEO DE ARMAS
VILLANUEVA C-10,ARMA DE FUEGO
PRADO C-10,ARMA BLANCA / CORTOPUNZANTE
SEVILLA  C-4,ARMA DE FUEGO
EL DIAMANTE C-7,ARMA BLANCA / CORTOPUNZANTE
LA PINHUELA  C-4,ESCOPOLAMINA
EL TESORO C-14,ARMA DE FUEGO
CONQUISTADORES C-11,ARMA DE FUEGO
LAURELES C-11,ARMA DE FUEGO
PRADO C-10,ARMA DE FUEGO
LA CASTELLANA C-11,ARMA DE FUEGO
LA CANDELARIA C-10,ARMA DE FUEGO
MANILA C-14,SIN EMPLEO DE ARMAS
NARANJAL C-11,ARMA BLANCA / CORTOPUNZANTE
PRADO C-10,ARMA BLANCA / CORTOPUNZANTE
SEVILLA  C-4,CONTUNDENTES
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
BOMBONA 1 C-10,ARMA DE FUEGO
SEVILLA  C-4,SIN EMPLEO DE ARMAS
REMANSOS,CONTUNDENTES
TABLAZO,SIN EMPLEO DE ARMAS
TABLAZO,SIN EMPLEO DE ARMAS
LAS CABANHAS,ARMA BLANCA / CORTOPUNZANTE
EL ROSARIO,ARMA BLANCA / CORTOPUNZANTE
LA VICTORIA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
7 DE ABRIL,ARMA DE FUEGO
CENTRO,ARMA BLANCA / CORTOPUNZANTE
VDA. RESGUARDO,ARMA BLANCA / CORTOPUNZANTE
PLAZA DE TOROS,SIN EMPLEO DE ARMAS
ONDAS DE OTUN,SIN EMPLEO DE ARMAS
FUNDADORES,LLAVE MAESTRA
ARBOLEDA,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
SECTOR EL CABLE,SIN EMPLEO DE ARMAS
EL PORVENIR,ARMA BLANCA / CORTOPUNZANTE
LA VEGA,ARMA BLANCA / CORTOPUNZANTE
RICAURTE,ARMA BLANCA / CORTOPUNZANTE
TORASSO,ARMA DE FUEGO
TORASSO,ARMA DE FUEGO
CENTRO,SIN EMPLEO DE ARMAS
OLAYA HERRERA,SIN EMPLEO DE ARMAS
EL CARMEN,ARMA BLANCA / CORTOPUNZANTE
FERIA GANADERA,ARMA DE FUEGO
ZONA MINERA,ARMA DE FUEGO
JULIO FIGUEROA VILLA,SIN EMPLEO DE ARMAS
VEREDA SANTA ANA,SIN EMPLEO DE ARMAS
LAS AGUAS E-17,ARMA BLANCA / CORTOPUNZANTE
URB. PALENQUE E-8,CONTUNDENTES
TEUSAQUILLO E-13,ARMA BLANCA / CORTOPUNZANTE
VILLA NELLY E-8,ARMA BLANCA / CORTOPUNZANTE
GALERIAS E-13,SIN EMPLEO DE ARMAS
LA MACARENA E-3,ARMA BLANCA / CORTOPUNZANTE
PASADENA ROYAL E-11,ARMA BLANCA / CORTOPUNZANTE
LA CASTELLANA E-12,ARMA BLANCA / CORTOPUNZANTE
LA CASTELLANA E-12,SIN EMPLEO DE ARMAS
CIUDAD JARDIN SUR E-15,CONTUNDENTES
BILBAO E-11,SIN EMPLEO DE ARMAS
ESTADOS UNIDOS   E-8,ARMA BLANCA / CORTOPUNZANTE
IBERIA E-11,SIN EMPLEO DE ARMAS
CHICO NORTE I E-2,SIN EMPLEO DE ARMAS
SUBA CENTRO E-11,CONTUNDENTES
GUSTAVO RESTREPO E-18,SIN EMPLEO DE ARMAS
EL PLAYON - LA PLAYITA III E-18,CONTUNDENTES
ENTRERIOS E-12,SIN EMPLEO DE ARMAS
QUIRIGUA I E-10,SIN EMPLEO DE ARMAS
"LA SOLEDAD, SAN JOSE NORTE E-10",ARMA BLANCA / CORTOPUNZANTE
BOSQUES DE SAN JOSE E-18,ARMA BLANCA / CORTOPUNZANTE
VILLA CLEMENCIA E-7,SIN EMPLEO DE ARMAS
EL RECREO E-7,SIN EMPLEO DE ARMAS
LAS MARGARITAS E-7,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
CENTRO,CONTUNDENTES
EL CARMEN,ARMA DE FUEGO
EL CARMEN,ARMA DE FUEGO
LA VICTORIA,ARMA BLANCA / CORTOPUNZANTE
RAFAEL AZUERO MANCHOLA,ARMA BLANCA / CORTOPUNZANTE
LUIS CARLOS GALAN ETAPA I,ARMA BLANCA / CORTOPUNZANTE
ENRIQUE OLAYA HERRERA,ARMA DE FUEGO
VILLA MELIDA,SIN EMPLEO DE ARMAS
RELIQUIA,ARMA BLANCA / CORTOPUNZANTE
BARZAL BAJO,ARMA DE FUEGO
DONHA LUZ,SIN EMPLEO DE ARMAS
REMANSO,SIN EMPLEO DE ARMAS
VILLA JULIA,CONTUNDENTES
LLANO LINDO,SIN EMPLEO DE ARMAS
JORDAN,ARMA BLANCA / CORTOPUNZANTE
ESTERO,SIN EMPLEO DE ARMAS
CAMINO REAL,SIN EMPLEO DE ARMAS
MACUNAIMA,CONTUNDENTES
COMUNEROS,SIN EMPLEO DE ARMAS
ESTERO,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,CONTUNDENTES
CENTRO,ARMA BLANCA / CORTOPUNZANTE
GOLGOTA,CONTUNDENTES
OBRERO,ARMA DE FUEGO
20 DE JULIO,ARMA BLANCA / CORTOPUNZANTE
LORENZO,SIN EMPLEO DE ARMAS
LORENZO,SIN EMPLEO DE ARMAS
MORASURCO,CONTUNDENTES
SAN JUAN BOSCO,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
CENTRO,CONTUNDENTES
CENTRO,CONTUNDENTES
AV. CHAMPAGNAT,CONTUNDENTES
CENTRO,ARMA BLANCA / CORTOPUNZANTE
NIZA III,ARMA BLANCA / CORTOPUNZANTE
ESTADIO LIBERTAD,CONTUNDENTES
LORENZO,ARMA BLANCA / CORTOPUNZANTE
PLAZA DEL CARNAVAL,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,CONTUNDENTES
CENTRO,SIN EMPLEO DE ARMAS
EL MORRO,SIN EMPLEO DE ARMAS
SAN JUAN,ARMA BLANCA / CORTOPUNZANTE
BARRIO LOS PINOS,ARMA BLANCA / CORTOPUNZANTE
BARRIO LA PLAYA,SIN EMPLEO DE ARMAS
BARRIO SAN JOSE,ARMA DE FUEGO
BARRIO LA LIBERTAD,SIN EMPLEO DE ARMAS
BARRIO SIMON BOLIVAR,ARMA BLANCA / CORTOPUNZANTE
BARRIO CENTRO,SIN EMPLEO DE ARMAS
PABLO VI,CONTUNDENTES
CENTRO,SIN EMPLEO DE ARMAS
CIUDADELA UNIVERSITARIA,ARMA DE FUEGO
PERPETUO SOCORRO,SIN EMPLEO DE ARMAS
SAN FERNANDO,SIN EMPLEO DE ARMAS
MIRAFLORES BAJO,CONTUNDENTES
ZONA CENTRO,ARMA BLANCA / CORTOPUNZANTE
PLAZOLETA LA VILLA,SIN EMPLEO DE ARMAS
LOS NARANJOS,ARMA DE FUEGO
VILLAVICENCIO,ARMA BLANCA / CORTOPUNZANTE
SECTOR AV 30 AGO ENTRE CL 37 Y 41,ARMA DE FUEGO
SECTOR COMERCIAL,ARMA DE FUEGO
SANTA ISABEL,ARMA DE FUEGO
LA ESPERANZA,ARMA DE FUEGO
JARDINES DE COAVICONSA,CONTUNDENTES
NUEVO SOTOMAYOR,SIN EMPLEO DE ARMAS
SAN RAFAEL,ARMA BLANCA / CORTOPUNZANTE
SAN FRANCISCO,SIN EMPLEO DE ARMAS
KENNEDY,ARMA BLANCA / CORTOPUNZANTE
LA PAZ E2,ARMA BLANCA / CORTOPUNZANTE
BUCARAMANGA,ARMA BLANCA / CORTOPUNZANTE
LAGOS I,ARMA BLANCA / CORTOPUNZANTE
HACIENDA SAN JUAN,ARMA BLANCA / CORTOPUNZANTE
CONVIVIR,ARMA BLANCA / CORTOPUNZANTE
CENTRO P/TA,ARMA BLANCA / CORTOPUNZANTE
EL PROGRESO,SIN EMPLEO DE ARMAS
ESPANHA,ARMA DE FUEGO
HACIENDA PIEDRAPINTADA,ARMA BLANCA / CORTOPUNZANTE
EL CARMEN,ARMA BLANCA / CORTOPUNZANTE
ESTACION,SIN EMPLEO DE ARMAS
CADIZ,SIN EMPLEO DE ARMAS
TOLIMA GRANDE,ARMA BLANCA / CORTOPUNZANTE
JORDAN MUTIFAMILIARES,ARMA DE FUEGO
SANTA RITA,ARMA DE FUEGO
CENTRO,SIN EMPLEO DE ARMAS
VERSALLES E2,ARMA DE FUEGO
CIUDAD CAPRI E17,ARMA DE FUEGO
LOS LAGOS E13,ARMA BLANCA / CORTOPUNZANTE
PRADOS DEL NORTE E2,SIN EMPLEO DE ARMAS
CGTO LA VORAGINE E22,CONTUNDENTES
PRADOS DEL NORTE E2,SIN EMPLEO DE ARMAS
LOS LAGOS E13,ARMA DE FUEGO
VALLE GRANDE E21,ARMA DE FUEGO
VILLA DEL LAGO E13,SIN EMPLEO DE ARMAS
ALTAMIRA,ARMA DE FUEGO
CENTRAL,SIN EMPLEO DE ARMAS
LAS FLORES,ARMA DE FUEGO
CAMILO CORTEZ,ARMA BLANCA / CORTOPUNZANTE
MARCELIANO CANYES,SIN EMPLEO DE ARMAS
EL CAUNZAL,SIN EMPLEO DE ARMAS
MANZANAREZ,SIN EMPLEO DE ARMAS
CIUDADELA DEL NORTE,ARMA DE FUEGO
CIUDADELA DEL NORTE,ARMA DE FUEGO
CIUDADELA DEL NORTE,CONTUNDENTES
BRISAS DE URABA,CONTUNDENTES
LA MINA,SIN EMPLEO DE ARMAS
SAN JOSE,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
TRIANA,SIN EMPLEO DE ARMAS
SANTA MARIA # 3,ARMA BLANCA / CORTOPUNZANTE
EL DORADO,ARMA BLANCA / CORTOPUNZANTE
SEVILLA  C-4,ARMA DE FUEGO
LAURELES C-11,ARMA BLANCA / CORTOPUNZANTE
JARDIN BOTANICO  C-4,ARMA DE FUEGO
LOS CERROS EL VERGEL  C-9,SIN EMPLEO DE ARMAS
ASTORGA C-14,ARMA BLANCA / CORTOPUNZANTE
LA FRANCIA  C-2,SIN EMPLEO DE ARMAS
PRADO C-10,ARMA BLANCA / CORTOPUNZANTE
VILLANUEVA C-10,ARMA BLANCA / CORTOPUNZANTE
LOS PINOS C-12,ARMA DE FUEGO
ESTACION VILLA C-10,SIN EMPLEO DE ARMAS
CORDOBA C-7,SIN EMPLEO DE ARMAS
VILLANUEVA C-10,ARMA BLANCA / CORTOPUNZANTE
LA CANDELARIA C-10,SIN EMPLEO DE ARMAS
LA CANDELARIA C-10,ARMA BLANCA / CORTOPUNZANTE
EL POBLADO C-14,SIN EMPLEO DE ARMAS
ROSALES C-16,ARMA DE FUEGO
DON BOSCO,ARMA DE FUEGO
SAN ROQUE,SIN EMPLEO DE ARMAS
EL RECREO,ARMA DE FUEGO
CENTRO,CONTUNDENTES
SILENCIO,ARMA DE FUEGO
CENTRO,SIN EMPLEO DE ARMAS
REBOLO,ARMA BLANCA / CORTOPUNZANTE
CIUDADELA 20 DE JULIO,CONTUNDENTES
BARRIO BOYACA ALTO,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,CONTUNDENTES
BARRIO CENTRO,SIN EMPLEO DE ARMAS
SEVILLA,SIN EMPLEO DE ARMAS
VILLA UNIVERSITARIA,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
VDA PURNIO,SIN EMPLEO DE ARMAS
SECTOR EL CABLE,ARMA BLANCA / CORTOPUNZANTE
SECTOR EL CABLE,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
SECTOR BELLAS ARTES,ARMA BLANCA / CORTOPUNZANTE
CENTRO,ARMA BLANCA / CORTOPUNZANTE
SECTOR EL CABLE,ESCOPOLAMINA
CENTRO,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
SECTOR EL CABLE,ARMA DE FUEGO
SECTOR EL CABLE,ARMA DE FUEGO
EL RAICERO,ARMA DE FUEGO
VILLAMONICA,ARMA BLANCA / CORTOPUNZANTE
EL CENTRO,ARMA BLANCA / CORTOPUNZANTE
VILLA MARIA,ARMA BLANCA / CORTOPUNZANTE
LUIS MARIA JIMENEZ,SIN EMPLEO DE ARMAS
HOBO,SIN EMPLEO DE ARMAS
LOS ALMENDROS,SIN EMPLEO DE ARMAS
LOS ALMENDROS,SIN EMPLEO DE ARMAS
URBANIZACION PERPETUO SOCORRO,ARMA BLANCA / CORTOPUNZANTE
VEREDA,SIN EMPLEO DE ARMAS
GALAN,ARMA DE FUEGO
URB. LA RIVIERA,ARMA DE FUEGO
CHUCHURUBI,CONTUNDENTES
SIMON BOLIVAR,SIN EMPLEO DE ARMAS
LA ESTRADA E-10,ARMA BLANCA / CORTOPUNZANTE
LOS CEDRITOS E-1,SIN EMPLEO DE ARMAS
LA CAPUCHINA E-3,SIN EMPLEO DE ARMAS
RESTREPO E-15,ARMA BLANCA / CORTOPUNZANTE
LA GIRALDA E-9,SIN EMPLEO DE ARMAS
LAGO GAITAN E-2,ARMA BLANCA / CORTOPUNZANTE
LAS DELICIAS   E-8,ARMA BLANCA / CORTOPUNZANTE
NIZA XII E-11,ARMA BLANCA / CORTOPUNZANTE
SANTA MATILDE I SECTOR E-16,SIN EMPLEO DE ARMAS
SAMPER E-3,SIN EMPLEO DE ARMAS
BOSQUE CALDERON E-2,SIN EMPLEO DE ARMAS
POLO CLUB E-12,ARMA BLANCA / CORTOPUNZANTE
SANTA ISABEL E-14,SIN EMPLEO DE ARMAS
PATIO BONITO I E-8,ARMA BLANCA / CORTOPUNZANTE
SAN ANTONIO E-15,SIN EMPLEO DE ARMAS
CHICO I E-2,SIN EMPLEO DE ARMAS
EL CENTENARIO E-18,CONTUNDENTES
TINTAL    E-8,ARMA BLANCA / CORTOPUNZANTE
VILLA DEL RINCON E-11,SIN EMPLEO DE ARMAS
CENTRO ANTONIO NARINHO E-13,ARMA BLANCA / CORTOPUNZANTE
VENECIA E-6,ARMA BLANCA / CORTOPUNZANTE
QUIROGA IHS ETAPA E-18,SIN EMPLEO DE ARMAS
CHAPINERO CENTRAL E-2,SIN EMPLEO DE ARMAS
URB. MANUELA BELTRAN E-19,ARMA BLANCA / CORTOPUNZANTE
URB. LA PUERTA DEL SOL E-11,SIN EMPLEO DE ARMAS
CHICO I E-2,ARMA BLANCA / CORTOPUNZANTE
MARIA PAZ E-8,ARMA BLANCA / CORTOPUNZANTE
CHICO NAVARRA E-1,ARMA BLANCA / CORTOPUNZANTE
URB. CLARET EL CARMEN E-6,ARMA BLANCA / CORTOPUNZANTE
MARIA PAZ E-8,SIN EMPLEO DE ARMAS
LAS MARGARITAS E-8,SIN EMPLEO DE ARMAS
QUIROGA VII ETAPA E-18,ARMA BLANCA / CORTOPUNZANTE
GALAN,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
BARRIO LA ESPERANZA,SIN EMPLEO DE ARMAS
URBANIZACION EL TESORO,ARMA BLANCA / CORTOPUNZANTE
URBANIZACION EL TESORO,ARMA BLANCA / CORTOPUNZANTE
SAN FRANCISCO DE ASIS,ARMA DE FUEGO
SAN FRANCISCO DE ASIS,ARMA DE FUEGO
RAFAEL AZUERO MANCHOLA,ARMA DE FUEGO
SUCRE,CONTUNDENTES
LOS PINOS,SIN EMPLEO DE ARMAS
TEYUNA,ARMA BLANCA / CORTOPUNZANTE
DON DIEGO,SIN EMPLEO DE ARMAS
CENTRO,ARMA DE FUEGO
RODADERO TRADICIONAL,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
VEREDA BARCELONA,ARMA DE FUEGO
COMUNEROS,ARMA BLANCA / CORTOPUNZANTE
LA ESPERANZA VII ETAPA,SIN EMPLEO DE ARMAS
CAUDAL ORIENTAL,ARMA BLANCA / CORTOPUNZANTE
PORVENIR,ARMA DE FUEGO
CAMINO REAL,SIN EMPLEO DE ARMAS
GUATIQUIA,SIN EMPLEO DE ARMAS
MONTECARLO,CONTUNDENTES
20 DE JULIO,CONTUNDENTES
YERBABUENA,ARMA BLANCA / CORTOPUNZANTE
AVENIDA PANAMERICANA,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
CRUZ VERDE,ARMA BLANCA / CORTOPUNZANTE
CRUZ VERDE,SIN EMPLEO DE ARMAS
OBRERO,SIN EMPLEO DE ARMAS
AVENIDA PANAMERICANA,CONTUNDENTES
LORENZO,SIN EMPLEO DE ARMAS
MARILUZ,ARMA BLANCA / CORTOPUNZANTE
MIRAFLORES I,ARMA BLANCA / CORTOPUNZANTE
LA AURORA,ARMA DE FUEGO
CHAPAL,SIN EMPLEO DE ARMAS
BARRIO QUINTA VELEZ,ARMA BLANCA / CORTOPUNZANTE
BARRIO SANTO DOMINGO,ARMA DE FUEGO
BARRIO LATINO,CONTUNDENTES
BARIO LA RIVIERA,ARMA DE FUEGO
BARRIO PATIO CENTRO,SIN EMPLEO DE ARMAS
BARRIO SAN AGUSTIN,CONTUNDENTES
BARRIO SAN AGUSTIN,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
MONTEVIDEO,SIN EMPLEO DE ARMAS
ZONA CENTRO,ARMA BLANCA / CORTOPUNZANTE
PINARES DE SAN MARTIN,ARMA BLANCA / CORTOPUNZANTE
JARDIN I,ARMA BLANCA / CORTOPUNZANTE
OLAYA HERRERA,SIN EMPLEO DE ARMAS
PRIMERO DE FEBRERO 1,ARMA BLANCA / CORTOPUNZANTE
SECTOR VIADUCTO,ARMA DE FUEGO
SECTOR PLAZA DE BOLIVAR,ARMA BLANCA / CORTOPUNZANTE
LA ISLA (V/SANTANA),ARMA DE FUEGO
B. SAN VICENTE DE PAUL,ARMA BLANCA / CORTOPUNZANTE
B. SAN VICENTE DE PAUL,ARMA BLANCA / CORTOPUNZANTE
SANTA ANA,SIN EMPLEO DE ARMAS
GALAN GOMEZ,SIN EMPLEO DE ARMAS
VILLARELIS III,ARMA DE FUEGO
CABECERA DEL LLANO,ARMA BLANCA / CORTOPUNZANTE
CABECERA DEL LLANO,ARMA BLANCA / CORTOPUNZANTE
CENTRO,SIN EMPLEO DE ARMAS
TRANSICION IV,SIN EMPLEO DE ARMAS
ANTIGUO CAMPESTRE,ARMA DE FUEGO
DANGOND,ARMA BLANCA / CORTOPUNZANTE
LA CONCORDIA,ARMA BLANCA / CORTOPUNZANTE
LAGOS I,ARMA BLANCA / CORTOPUNZANTE
LAGOS I,ARMA BLANCA / CORTOPUNZANTE
ANILLO VIAL,ARMA DE FUEGO
VILLA MERLANO,CONTUNDENTES
CENTRO,ARMA BLANCA / CORTOPUNZANTE
URB. LAS COLINAS,ARMA DE FUEGO
URB. LAS COLINAS,ARMA DE FUEGO
FLORENCIA,ARMA DE FUEGO
LA MANO DE DIOS,ARMA BLANCA / CORTOPUNZANTE
URB. LOS TEJARES,ARMA DE FUEGO
CARMENZA ROCHA,ARMA DE FUEGO
CARMENZA ROCHA,ARMA DE FUEGO
CENTRO,CONTUNDENTES
CENTRO,ARMA DE FUEGO
EL CARMEN,ARMA BLANCA / CORTOPUNZANTE
LAS PALMERAS (URB.),SIN EMPLEO DE ARMAS
LAURELES,SIN EMPLEO DE ARMAS
PRADOS DEL NORTE,ARMA DE FUEGO
JORDAN III ETAPA,ARMA BLANCA / CORTOPUNZANTE
LA MIEL,SIN EMPLEO DE ARMAS
CENTRO,ARMA DE FUEGO
EL CENTRO,SIN EMPLEO DE ARMAS
EL POBLADO II E13,ARMA DE FUEGO
JOSE M. MARROQUIN II E14,ARMA BLANCA / CORTOPUNZANTE
JOSE M. MARROQUIN II E14,ARMA BLANCA / CORTOPUNZANTE
LAS DELICIAS E4,ARMA DE FUEGO
LOS GUADUALES E6,SIN EMPLEO DE ARMAS
CALIMIO DESEPAZ E21,ARMA BLANCA / CORTOPUNZANTE
CIUDAD CAPRI E17,SIN EMPLEO DE ARMAS
CIUDAD CAPRI E17,SIN EMPLEO DE ARMAS
COMPARTIR E21,ARMA BLANCA / CORTOPUNZANTE
VENEZ - URB. CANHAVER E20,ARMA DE FUEGO
BASE AEREA E7,SIN EMPLEO DE ARMAS
MARIANO RAMOS E16,SIN EMPLEO DE ARMAS
EL CEDRO E19,ARMA BLANCA / CORTOPUNZANTE
PUERTO MALLARINO E7,ARMA BLANCA / CORTOPUNZANTE
PRADOS DEL NORTE E2,SIN EMPLEO DE ARMAS
COLSEGUROS ANDES E10,ARMA DE FUEGO
VIA CALI CANDELARIA (23-S-6-1),ARMA DE FUEGO
EL CARMELO,SIN EMPLEO DE ARMAS
BOLIVAR E25,SIN EMPLEO DE ARMAS
JOSE MARIA HERNANDEZ,ARMA BLANCA / CORTOPUNZANTE
SAN GERMAN,CONTUNDENTES
ZONA INDUSTRIAL #1,ARMA BLANCA / CORTOPUNZANTE
CAROLINA,ARMA DE FUEGO
LAS PLAYAS C-16,SIN EMPLEO DE ARMAS
GUAYAQUIL C-10,SIN EMPLEO DE ARMAS
JESUS NAZARENO C-10,SIN EMPLEO DE ARMAS
CASTILLA C-5,ARMA DE FUEGO
CASTILLA C-5,SIN EMPLEO DE ARMAS
SANTA FE C-15,ARMA BLANCA / CORTOPUNZANTE
ESTADIO C-11,SIN EMPLEO DE ARMAS
LA MOTA C-16,ARMA DE FUEGO
PRADO C-10,SIN EMPLEO DE ARMAS
MANILA C-14,ARMA DE FUEGO
UINIVERSIDAD DE ANTIOQUIA  C-4,SIN EMPLEO DE ARMAS
FLORENCIA C-5,ARMA DE FUEGO
LAS PALMAS C-10,SIN EMPLEO DE ARMAS
LAS INDEPENDENCIAS C-13,ESCOPOLAMINA
EL POBLADO C-14,ARMA DE FUEGO
ESTACION VILLA C-10,SIN EMPLEO DE ARMAS
BARRIO COLOMBIA C-14,SIN EMPLEO DE ARMAS
EL CHAGUALO C-10,ARMA BLANCA / CORTOPUNZANTE
LA FLORESTA C-12,ARMA DE FUEGO
KENNEDY C-6,SIN EMPLEO DE ARMAS
ESTACION VILLA C-10,ARMA BLANCA / CORTOPUNZANTE
SANTA ANA,ARMA BLANCA / CORTOPUNZANTE
LA PRADERA,ARMA BLANCA / CORTOPUNZANTE
GRANADILLO,ARMA BLANCA / CORTOPUNZANTE
SANTO DOMINGO DE GUZMAN,ARMA DE FUEGO
VILLA SANTOS,ARMA DE FUEGO
EL SANTUARIO,ARMA DE FUEGO
VILLA SANTOS,ARMA DE FUEGO
EL RIO,ARMA DE FUEGO
GETSEMANI,ARMA DE FUEGO
EL PROGRESO,SIN EMPLEO DE ARMAS
EL PROGRESO,SIN EMPLEO DE ARMAS
EL PROGRESO,SIN EMPLEO DE ARMAS
PLAZA PRINCIPAL LOS LIBERTADORES,ARMA BLANCA / CORTOPUNZANTE
BARRIO CENTRO,ARMA BLANCA / CORTOPUNZANTE
BARRIO EL TOPO,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
GUAYACANES,SIN EMPLEO DE ARMAS
BARRIO CHIPRE,CONTUNDENTES
CENTRO,ARMA BLANCA / CORTOPUNZANTE
SECTOR COLEGIO INEM,ARMA BLANCA / CORTOPUNZANTE
FUNDADORES,SIN EMPLEO DE ARMAS
CENTRO,ARMA BLANCA / CORTOPUNZANTE
NUEVA GRANADA,SIN EMPLEO DE ARMAS
CENTRO,SIN EMPLEO DE ARMAS
SECTOR PARQUE SAN SEBASTIAN,SIN EMPLEO DE ARMAS
ALTOS DE MOLINO,CONTUNDENTES
EL VISO,CONTUNDENTES
CENTRO,ARMA DE FUEGO
CENTRO,CONTUNDENTES
PONTEVEDRA,ARMA DE FUEGO
CIUDADELA 450 ANHOS,ARMA DE FUEGO
LAS MARGARITAS,SIN EMPLEO DE ARMAS
MINUTO DE DIOS,ARMA BLANCA / CORTOPUNZANTE
ALTO KENNEDY,ARMA BLANCA / CORTOPUNZANTE
LA FLORESTA,ARMA BLANCA / CORTOPUNZANTE
LA FLORIDA E-10,ARMA DE FUEGO
BACHUE E-10,ARMA BLANCA / CORTOPUNZANTE
LAS AGUAS E-17,ARMA BLANCA / CORTOPUNZANTE
ROSALES E-2,SIN EMPLEO DE ARMAS
SAN VICTORINO E-14,ARMA BLANCA / CORTOPUNZANTE
LAS NIEVES E-3,ARMA BLANCA / CORTOPUNZANTE
RINCON VILLA MAYOR E-6,SIN EMPLEO DE ARMAS
MARLY E-2,SIN EMPLEO DE ARMAS
RINCON DE LOS ANGELES  E-8,ARMA BLANCA / CORTOPUNZANTE
EL TINTAL E-9,SIN EMPLEO DE ARMAS
MONTEVIDEO E-9,ARMA BLANCA / CORTOPUNZANTE
OLAYA E-18,ARMA DE FUEGO
URB. CATALINA E-8,ARMA BLANCA / CORTOPUNZANTE
GUSTAVO RESTREPO E-18,SIN EMPLEO DE ARMAS
AURES II E-11,ARMA BLANCA / CORTOPUNZANTE
BOSQUE POPULAR E-10,ARMA DE FUEGO
CIUDAD KENNEDY OCC E-8,ARMA BLANCA / CORTOPUNZANTE
LOS PERIODISTAS E-8,ARMA BLANCA / CORTOPUNZANTE
LA INDEPENDENCIA E-7,ARMA BLANCA / CORTOPUNZANTE
SAN CRISTOBAL E-4,ARMA BLANCA / CORTOPUNZANTE
OLARTE E-7,SIN EMPLEO DE ARMAS
LA SOLEDAD E-13,SIN EMPLEO DE ARMAS
EL NEVADO E-5,SIN EMPLEO DE ARMAS
GALERIAS E-13,SIN EMPLEO DE ARMAS
LA PERLA E-5,SIN EMPLEO DE ARMAS
RICAURTE E-14,SIN EMPLEO DE ARMAS
SIDAUTO E-10,ARMA BLANCA / CORTOPUNZANTE
CARVAJAL E-8,ARMA BLANCA / CORTOPUNZANTE
URB. LA CHUCUA E-8,SIN EMPLEO DE ARMAS
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
EL PROGRESO,ARMA BLANCA / CORTOPUNZANTE
EL RETIRO,ARMA DE FUEGO
CENTRO,SIN EMPLEO DE ARMAS
SUR ORIENTALES,SIN EMPLEO DE ARMAS
ACACIAS ETAPA II,ARMA DE FUEGO
VILLA CAROLINA,ARMA BLANCA / CORTOPUNZANTE
RODADERO SUR,SIN EMPLEO DE ARMAS
13 DE JUNIO,ARMA DE FUEGO
TENERIA,ARMA DE FUEGO
SAN FRANCISCO,SIN EMPLEO DE ARMAS
LAS VEGAS,ARMA DE FUEGO
BULEVAR LA 19,ARMA DE FUEGO
CENTRO HISTORICO,SIN EMPLEO DE ARMAS
EL MANACACIAS,ARMA BLANCA / CORTOPUNZANTE
VILLA JULIA,ARMA BLANCA / CORTOPUNZANTE
VEREDA VANGUARDIA,ARMA BLANCA / CORTOPUNZANTE
VILLA JULIA,SIN EMPLEO DE ARMAS
OLIMPICO,CONTUNDENTES
7 DE AGOSTO,SIN EMPLEO DE ARMAS
SAN BENITO,SIN EMPLEO DE ARMAS
EL BUQUE,ARMA DE FUEGO
