BARRIO,EDAD
PERPETUO SOCORRO C-10,ADULTOMAYOR
LA CANDELARIA C-10,ADULTO
CRISTO REY C-15,ADULTOJOVEN
BOMBONA 1 C-10,ADULTO
LOS LIBERTADORES,ADULTOJOVEN
CRISTO REY,ADULTO
20 DE JULIO,ADULTOJOVEN
20 DE JULIO,ADULTOJOVEN
LOS OLIVOS I,ADULTO
SAN ROQUE,ADULTOJOVEN
RIOMAR,ADULTOMAYOR
LOS OLIVOS I,OTRA
ALFONSO LOPEZ,ADULTOJOVEN
CENTRO,ADULTOJOVEN
SAN VICENTE,ADULTOJOVEN
CENTRO,ADULTOMAYOR
CENTRO,ADULTOJOVEN
VDA. LAS PAVAS,ADULTOJOVEN
VDA. LAS PAVAS,ADULTOJOVEN
TORASSO,ADULTO
LA PAMBA,ADULTO
VEREDA,ANCIANO
URB.DON ALBERTO,ADULTOJOVEN
ENEAL,ADULTOJOVEN
LAS AMERICAS,ADULTOJOVEN
VILLA PAZ (NUEVA ESPERANZA),ADULTOMAYOR
GRAN BRITALIA E-8,ADULTOJOVEN
TIMIZA CELULA A LOTE RA-2 E-8,ADULTOMAYOR
CIUDAD BERNA E-15,ADULTO
LOS CEDRITOS E-1,ADULTOJOVEN
CIUDAD SALITRE II E-13,ADULTO
SAMPER MENDOZA E-14,ADULTO
BELLAVISTA E-8,ADULTO
OLAYA E-18,ADULTOJOVEN
TINTALITO E-8,ADULTOJOVEN
EL TUNAL II E-6,ADULTO
VILLA MAYOR E-18,ADULTO
LA CATEDRAL E-17,ADULTOJOVEN
LA ESPERANZA E-9,ANCIANO
VERBENAL E-1,ADULTO
BOSQUE POPULAR E-10,ADOLESCENTE
PALERMO SUR E-18,ADULTO
LAS MARGARITAS E-8,ADULTO
MARLY E-2,ADULTO
CIUDAD KENNEDY OCC E-8,ADULTO
TUNA BAJA E-11,ADULTOMAYOR
LIBERTADOR SUR E-18,ADULTOMAYOR
SAN DIEGO E-3,ADULTOJOVEN
SAN FERNANDO E-12,ANCIANO
SANTA LIBRADA E-5,ADULTO
BOCHICA E-10,OTRA
ALFONSO LOPEZ E-5,ADULTOJOVEN
EL POA E-11,ADULTOJOVEN
TECHO  E-8,ADULTOJOVEN
SANTA ROSITA E-10,ADULTOJOVEN
NIZA SUBA E-11,ADULTO
MOLINOS DEL SUR E-18,ADULTOJOVEN
ABRAHAM LINCON E-6,ADULTOJOVEN
QUIROGA IHS ETAPA E-18,ADULTOMAYOR
GUSTAVO RESTREPO E-18,ADULTOMAYOR
NUEVO KENNEDY E-8,ADULTO
LA CASTELLANA E-12,ADULTOJOVEN
SANTANDER E-9,ADULTOJOVEN
URB. RIONEGRO E-12,ADULTO
VERSALLES E-9,ADULTOJOVEN
MARIA PAZ E-8,ADULTOJOVEN
ONASIS E-8,ADULTOJOVEN
SANTA MATILDE I SECTOR E-16,ADULTOMAYOR
BELLAVISTA E-8,ADULTO
QUIROGA IHS ETAPA E-18,ADOLESCENTE
CHAPINERO ALTO E-2,ADULTOJOVEN
BOSQUES DE SAN JOSE E-18,ADULTO
LAS ACACIAS,ADULTOJOVEN
URB. MARBELLA,ADULTOJOVEN
SAN JUDAS,ADULTOJOVEN
BUGANVILES,ADULTOJOVEN
VILLA COLOMBIA,ADULTO
ALAMOS NORTE,ADULTOJOVEN
BONDA,ADULTOJOVEN
MAMATOCO,ADULTOJOVEN
MANZANARES,ADULTO
BACHUE,ADULTO
VILLA SUAREZ,ADULTOJOVEN
SANTA  JOSEFA MILITAR,ADULTOJOVEN
LA ESPERANZA II ETAPA,ADULTOJOVEN
SAN BENITO,ADULTO
CIUDAD PORFIA,ADULTOMAYOR
MALVINAS,NINHO
VILLA JULIA,ADULTO
ALAMOS NORTE,ADULTOMAYOR
ALAMOS NORTE,ADOLESCENTE
EL MANZANO,ADULTO
ESTADIO LIBERTAD,ADULTO
POTRERILLO,ADULTOJOVEN
BARRIO QUINTA ORIENTAL,ADULTOJOVEN
BARRIO SANTO DOMINGO,ADULTOMAYOR
BARRIO LOS COMUNEROS,ADULTO
LOS NARANJOS,ADULTOMAYOR
BAVARIA,ADULTOJOVEN
CENTENARIO,ADULTOJOVEN
P.INDUSTRIAL A,ADULTO
PLAZA CIVICA CIUDAD VICTORIA,ADULTO
SECTOR PLAZA DE BOLIVAR,ADULTOJOVEN
SAN JOSE,OTRA
SAN JOSE,OTRA
SAN JOSE,OTRA
SAN JOSE,OTRA
SAN JOSE,OTRA
SAN JOSE,OTRA
SAN JOSE,OTRA
SECTOR PUENTES DE LA 9A CON 12,ADOLESCENTE
PINARES,ADULTO
NARANJITO,ADULTOJOVEN
EL REMANSO,ADULTOJOVEN
JOSE ANTONIO GALAN,ADULTOMAYOR
SECTOR CENTRO,ADULTO
VDA. CAMPO 16,ADULTOJOVEN
BUENOS AIRES,ADULTOJOVEN
9 DE ABRIL,ADULTOMAYOR
9 DE ABRIL,ADULTOMAYOR
SAN FRANCISCO,ADULTO
FONTANA,ADULTOJOVEN
GAITAN,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CABECERA DEL LLANO,ADULTOJOVEN
CABECERA DEL LLANO,ADULTOJOVEN
LAGOS III,ADULTOMAYOR
VILLA FIRENZE,ADULTO
SANTA HELENA DE LA SIERRA,ADULTO
SANTA ANA,ADULTOJOVEN
SAN CARLOS,ADULTOJOVEN
JUNIN,ADULTOJOVEN
CABECERA DEL LLANO P/TA,ADULTOMAYOR
SAN CRISTOBAL P/TA,ADULTOJOVEN
ANTONIA SANTOS,OTRA
LA ESMERALDA,ADULTOJOVEN
CENTRO,ADULTOJOVEN
LAS AMERICAS,ADULTO
TIERRA FIRME,ADULTOJOVEN
TIERRA FIRME,ADULTOJOVEN
CHICO,ADOLESCENTE
CENTRO,ADULTO
CIUDADELA COLPUERTOS,ADULTO
EL FIRME,ANCIANO
VERSALLES E2,ADULTO
EL GUABAL E10,ADULTOMAYOR
CIUDADELA CONFANDI E17,ADULTO
PRIMERO DE MAYO E17,ADULTOMAYOR
SAN PEDRO E3,ADULTOJOVEN
ALAMEDA E9,ADULTOJOVEN
REPUBLICA ISRAEL E16,ANCIANO
NUEVA FLORESTA E12,ADULTO
PARCELACIONES PANCE E22,ADULTO
JORGE ZAWADSKY E10,ADULTO
LOS SAUCES E11,ADULTO
AGUACATAL E1,ADULTO
MARROQUIN I E14,ADULTOJOVEN
CIUDAD UNIVERSITARIA E17,ADOLESCENTE
LAS CEIBAS E7,ADULTOJOVEN
SAN NICOLAS E3,ADULTO
SANTA MONICA POPULAR E8,ADULTOJOVEN
SANTA MONICA POPULAR E8,ADULTOJOVEN
SANTA MONICA POPULAR E8,ADULTOJOVEN
SANTA MONICA POPULAR E8,ADULTO
SANTA MONICA POPULAR E8,ADULTO
PORVENIR,ADULTOMAYOR
LOS CAMINOS,ADULTOMAYOR
SAN ANTONIO,ADULTOMAYOR
CGTO PAVAS E27,ADULTO
CEREZOS DE LA ITALIA,ADULTOJOVEN
LA LIBERTAD,ADULTOJOVEN
ENTRE RIOS,ADULTO
GONZALO ECHEVERRY,ADULTO
ZONA CENTRO,ADULTO
LA ESTACION,ADULTO
PEREZ,ADULTOJOVEN
PEREZ,ADULTOJOVEN
EL TRAPICHE,ADULTO
LA MARIA,ADULTOJOVEN
MILLAN Y VALLEJUELOS,ADULTOJOVEN
EL DORADO,ADULTO
SAN FERNANDO,ADULTOJOVEN
ZONA INDUSTRIAL #1,ADULTOJOVEN
VDA. LA RAYA,ADULTOMAYOR
LAS ACACIAS,ADULTOJOVEN
BELEN C-16,ADULTO
FERRINI C-12,ADULTO
LA GLORIA C-16,ADULTOJOVEN
CASTROPOL C-14,ADULTOMAYOR
FLORIDA NUEVA C-11,ADULTO
LA ALPUJARRA C-10,ADULTO
LOS BALSOS 1 C-14,ADULTO
SAN DIEGO C-10,ADULTOJOVEN
GUAYAQUIL C-10,ADULTO
LA CANDELARIA C-10,ADULTOJOVEN
EL POBLADO C-14,ADULTOMAYOR
GUAYAQUIL C-10,ADULTOMAYOR
SEVILLA  C-4,ADULTOMAYOR
ESTACION VILLA C-10,ADULTOJOVEN
LA AGUACATALA C-14,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
CRISTO REY C-15,ADULTOMAYOR
VILLANUEVA C-10,ADULTOJOVEN
BARRIO COLOMBIA C-14,ADULTOJOVEN
SANTA MARIA DE LOS ANGELES C-14,ANCIANO
CERRO EL VOLADOR C-7,ANCIANO
LA ALPUJARRA C-10,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOMAYOR
PRADO C-10,ADULTO
PRADO C-10,ADOLESCENTE
PARQUE NORTE C-4,ADULTOJOVEN
LA FLORESTA C-12,ADULTOJOVEN
GUAYAQUIL C-10,ADULTOJOVEN
SAN MIGUEL,ADULTO
REBOLO,ADULTOJOVEN
PUEBLO,ADULTO
LA FLORIDA,ADULTOMAYOR
LA ARBOLEDA,ADULTOJOVEN
EL SOCORRO,ADULTOJOVEN
LA MARIA,ADULTOMAYOR
BARRIO TORICES,OTRA
BARRIO PARAISO,ADULTOJOVEN
BARRIO GAITAN,ADULTOJOVEN
TORRES DEL PARQUE,ADULTO
LAS VILLAS,ADULTO
CENTRO,ADULTO
VILLA HERMOSA,ADULTOJOVEN
VILLA HERMOSA,ADULTOJOVEN
CENTRO,ADULTOMAYOR
VILLA ROCIO,ADOLESCENTE
LOS SAUCES,ADULTOJOVEN
URB. FUCHA,ADULTOJOVEN
LA NEVADA,ADULTO
EL ALIVIO,ADULTOJOVEN
LA CEIBA,ADULTOJOVEN
CHICO I E-2,ADULTOMAYOR
TIBABUYES E-11,ADULTOJOVEN
SAGRADO CORAZON E-3,ADULTO
QUIROGA IHS ETAPA E-18,ADULTO
TIBABUYES E-11,OTRA
CIUDAD SALITRE I E-9,ADULTOMAYOR
TECHO  E-8,OTRA
RESTREPO E-15,ADOLESCENTE
QUESADA E-13,ADULTOJOVEN
LAS NIEVES E-3,ADULTO
GALERIAS E-13,ADULTO
SAN DIEGO E-3,ADULTO
URB. LOS COMUNEROS E-16,ADULTO
VILLA DEL RIO E-7,ADULTOJOVEN
LAS CRUCES E-3,ADULTOJOVEN
PATIO BONITO I E-8,ADULTOJOVEN
QUIRIGUA I E-10,ADULTOJOVEN
CARVAJAL E-8,ADULTO
LA CAPUCHINA E-3,ADULTO
SANTA BARBARA E-1,ADULTO
LA ALAMEDA E-3,ADULTO
EL POA E-11,ADULTO
EL REAL E-10,ADULTO
VEINTE DE JULIO E-4,ADULTOJOVEN
SELVA DORADA E-9,ADULTOJOVEN
LAS NIEVES E-3,ADULTOMAYOR
LA CATEDRAL E-17,ADULTO
GUSTAVO RESTREPO E-18,ADULTOJOVEN
EL PINAR E-11,ADULTOJOVEN
VILLAS DEL DORADO E-10,ADOLESCENTE
VILLA CLAUDIA E-8,ADULTO
LUCERO BAJO E-19,ADULTOMAYOR
ESPERANZA,ADULTOJOVEN
ESPERANZA,ADULTOJOVEN
SAN MARTIN,ADULTOJOVEN
SAN TROPEL,ADULTOMAYOR
TRAMO DE VIA,ADULTO
LA LOMA,ADULTOJOVEN
EFRAIN ROJAS TRUJILLO,ADULTOJOVEN
LOS ALMENDROS,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CENTRO (C-1),ADULTOMAYOR
SANTA ANA,ADULTOJOVEN
SANTA CLARA,ADULTOMAYOR
VILLA DEL MAR,ADULTO
MANZANARES,ADULTOJOVEN
URB.NEVADA,ADULTOJOVEN
TAGANGA,ADULTO
VILLA DEL CARMEN,ADULTO
CAMINO REAL,ADULTO
SAN MARCOS,ADOLESCENTE
PORVENIR,ADULTO
CIUDAD PORFIA,ADULTOJOVEN
SAN BENITO,ADULTOJOVEN
VEREDA CANHOS NEGROS,ADULTO
MARILUZ,ADULTO
AVENIDA BOYACA,ADULTO
PARQUE INFANTIL,ADULTO
BARRIO ALFONSO LOPEZ,OTRA
BARRIO EL DESIERTO,ADULTOJOVEN
BARRIO CONTENTO,ADULTO
BARRIO LOS COMUNEROS,ADULTOJOVEN
SANTAFE,ADULTOMAYOR
BRASILIA VIEJA,ADULTOMAYOR
CAMILO TORRES 3,ADULTOJOVEN
SECTOR LA POPA,ADULTO
EL ROSAL,ADULTOMAYOR
SANTA TERESITA,ADULTOJOVEN
LA ESPERANZA,ADULTOJOVEN
9 DE ABRIL,ADULTOJOVEN
LIBERTAD,ADULTOJOVEN
CENTRO,ADULTOJOVEN
GAITAN,ADULTOMAYOR
MUTIS,ADULTO
GIRARDOT,ADULTO
LA UNIVERSIDAD,ADULTOJOVEN
EL BOSQUE,ADULTOJOVEN
LA CUMBRE,ADULTO
VILLABEL,ADULTOJOVEN
CANHAVERAL DE LA RIVIERA,ADULTOJOVEN
BUCARICA,ADULTO
CIUDADELA VILLAMIL,ADULTOJOVEN
POBLADO,ADULTOJOVEN
EL REFUGIO,ADULTO
EL REFUGIO,ADULTO
JUNIN,ADULTOJOVEN
ALAMEDA REAL,ADULTOJOVEN
EL JARDIN,ADULTO
CENTRO,ADULTOMAYOR
FATIMA,ADOLESCENTE
SIMON BOLIVAR,ADULTOJOVEN
CADIZ,ANCIANO
PIEDRA PINTADA PARTE ALTA,ADULTOMAYOR
LA FRANCIA,ADULTOJOVEN
EL POBLADO,ADULTOJOVEN
VIA AEROPUERTO,ADULTO
VRDA. PALMA ROSA,ADULTOJOVEN
MANUELA BELTRAN E14,ADULTOMAYOR
PARCELACIONES PANCE E22,ADULTOJOVEN
SUCRE E9,ADULTOJOVEN
CALDAS E18,ADULTO
MOJICA E15,ADULTOJOVEN
PASEO DE LOS ALMENDROS E5,ADULTOJOVEN
JOSE M. MARROQUIN II E14,ADULTOMAYOR
PAMPA LINDA E19,ADULTOJOVEN
ALFONSO LOPEZ I E7,ADULTO
MARROQUIN III E13,ADULTO
LILI E17,ADULTOJOVEN
BRETANHA E9,ADULTOJOVEN
CENTENARIO E2,ADULTOMAYOR
ALTO NAPOLES E18,ADULTO
EL SENA E5,ADULTOMAYOR
12 DE OCTUBRE E12,ADULTOJOVEN
VILLACOLOMBIA E8,ADULTOJOVEN
LA FORTALEZA E11,OTRA
PORVENIR E4,ADULTOJOVEN
PRIMERO DE MAYO E17,ANCIANO
LOS LAGOS E13,ADULTOMAYOR
PALATINO,ANCIANO
JOSE MARIA CABAL,ADULTO
BIZERTA,ADULTO
LLANO GRANDE,ADULTOMAYOR
SECTOR INDUSTRIAL ACOPI  (25-2),ADULTOJOVEN
ESPERANZA,ADULTOJOVEN
GAITAN,ADULTO
OBRERO,ADULTOJOVEN
CIUDAD NIQUIA,ADULTOJOVEN
MACHADO,ADULTOJOVEN
PEDREGAL,ADULTOJOVEN
SAN JOSE,ADULTO
ZONA CENTRO,ADULTO
ALCALA,ADULTO
LA ASUNCION,ADULTOJOVEN
BOSTON C-10,ADULTOJOVEN
EL POBLADO C-14,ADULTOMAYOR
GUAYABAL C-15,ADULTOJOVEN
CARIBE C-5,ADULTOJOVEN
EL SALVADOR  C-9,ADULTO
CRISTO REY C-15,ADULTOJOVEN
LA CANDELARIA C-10,ADULTOJOVEN
LA CANDELARIA C-10,ADULTOJOVEN
BOMBONA 1 C-10,ADULTOMAYOR
MANRIQUE 2  C-3,ADULTOJOVEN
MANRIQUE 2  C-3,ADULTOJOVEN
MANRIQUE 1  C-4,ADULTOJOVEN
VILLANUEVA C-10,ANCIANO
LOS ALPES C-16,ADULTOJOVEN
VERSALLES 1 C-3,ADULTO
CONQUISTADORES C-11,ADULTOMAYOR
LA CANDELARIA C-10,OTRA
BARRIO COLOMBIA C-14,ADULTOJOVEN
CENTRO S.C.,ADULTOJOVEN
LA CANDELARIA C-10,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
LA CANDELARIA C-10,ADULTOMAYOR
CAMPO VALDES 2 C-3,ADULTO
SEVILLA  C-4,ADULTO
VILLANUEVA C-10,ADULTOJOVEN
ROBLEDO C-7,ADULTOJOVEN
GUAYAQUIL C-10,ADULTOJOVEN
LA AGUACATALA C-14,ADULTOJOVEN
SAN JAVIER 1 C-13,ADULTO
TOSCANA C-5,ADULTO
SAN BENITO C-10,ADULTO
GUAYABAL C-15,ADULTO
SEVILLA  C-4,ADULTOJOVEN
CARIBE C-5,ADULTOMAYOR
SEVILLA  C-4,ADULTO
LA CANDELARIA C-10,ADULTOJOVEN
ALFONSO LOPEZ,ADULTOJOVEN
CENTRO,ADULTOJOVEN
CORDIALIDAD,ADULTOJOVEN
EL ROSARIO,ADULTOJOVEN
SAN SALVADOR,ADULTO
LOS ALMENDROS,ADULTO
CAMILO TORRES,ADULTOJOVEN
CENTRO,ADULTO
BARRIO SANTA INES,OTRA
BARRIO LA FUENTE,ADULTO
PUERTA DEL SOL,ADULTO
ALTOS DE GRANADA,ADULTOJOVEN
TURIN,ANCIANO
TURIN,ANCIANO
JUAN XXIII,ADULTOJOVEN
JUAN XXIII,ADULTOJOVEN
LOS HELECHOS,ADULTOMAYOR
LA ESTANCIA,ADOLESCENTE
SANTA FE BAJO,ADULTO
LIMONAR,ADULTOJOVEN
ALFONSO LOPEZ,ADULTO
LA SOMBRILLA,ADULTOJOVEN
VILLA DOCENTE,ADULTO
RETIRO BAJO,ADULTO
CENTRO,ADULTO
CENTRO,ADULTO
SITIO AGUAS NEGRAS,ANCIANO
CENTRO,ADULTOJOVEN
COLON,ADULTOJOVEN
MODELIA E-9,ADULTOMAYOR
SAN VICTORINO E-3,ADULTOJOVEN
URB. COMPARTIR E-11,ADOLESCENTE
CANTALEJO E-11,ADULTO
VERBENAL E-1,ANCIANO
ALHAMBRA SECTOR NORTE E-11,ADULTO
CIUDAD BERNA E-15,ADULTOJOVEN
BERLIN SUBA E-11,ADULTOJOVEN
EL RINCON E-11,ADULTOJOVEN
EL TUNAL II E-6,ADULTOMAYOR
LA PONDEROSA E-16,ADULTO
VILLA DEL PRADO E-11,ADULTO
CHAPINERO CENTRAL E-2,ADULTO
SUBA CENTRO E-11,ADULTO
PASADENA ROYAL E-11,ADULTOJOVEN
FERROCAJA E-9,ADULTOJOVEN
SAN LUIS 20 DE JULIO E-4,ADULTOJOVEN
VILLA DIANA E-4,ADULTO
ESTADOS UNIDOS   E-8,ADULTOJOVEN
LUNA PARK I SECTOR E-15,ADULTOJOVEN
URB. POLO CLUB E-12,ADULTOJOVEN
TORCA GONGORA E-1,ADULTOJOVEN
GORGONZOLA E-16,ADULTOJOVEN
CENTRO USME E-5,ADULTOJOVEN
TORCOROMA E-1,ADULTOJOVEN
CHICO NORTE II SECTOR E-1,ADULTO
FRANCISCO JOSE DE CALDASS   E-8,ADULTOJOVEN
LA PAZ E-12,ADULTOJOVEN
LOS CEDRITOS E-1,ADULTOJOVEN
NAVARRA E-1,ADULTOJOVEN
CHAPINERO ALTO E-2,ADULTO
SAN DIEGO E-3,ADULTOJOVEN
SAN LUIS E-13,ADULTOJOVEN
EL PINO E-11,ADULTO
URB. HORACIO ORJUELA E-4,ADULTOJOVEN
LA ESTACION E-7,ADULTO
URB. EL BATAN E-11,ADULTO
PRIMAVERA NUEVA E-16,ADULTOJOVEN
RICAURTE E-14,ADULTOJOVEN
LAS NIEVES E-3,ADULTO
VENECIA E-6,ADULTOJOVEN
CHICALA E-7,ADULTOJOVEN
VER. BOJACA,ADULTOJOVEN
ARRAYANES,ADULTOJOVEN
"CHICO I, II, III",ADULTOJOVEN
GOMEZ DAZA,OTRA
PADILLA,ADULTOMAYOR
ARRIBA,ADULTOJOVEN
TIMANCO,ADULTOJOVEN
MANZANARES,ANCIANO
RODADERO TRADICIONAL,ADULTOJOVEN
MAMATOCO,OTRA
ALCAZARES,ANCIANO
CENTRO,ADULTOJOVEN
LIBANO 2000,ADULTO
PARQUE,ADULTOJOVEN
ALBORADA,ADULTOMAYOR
PORFIA,ADULTOJOVEN
EL TRIANGULO,ADULTO
RECREO,ADULTOJOVEN
CENTRO,ADULTO
7 DE AGOSTO,ADULTOJOVEN
ALBORADA,ADULTOMAYOR
ANGANOY,ADULTOMAYOR
CENTRO,ADULTOMAYOR
LAS CUADRAS,ADULTOJOVEN
AV. CHAMPAGNAT,ADULTO
BELEN,ADULTO
SAN ANDRES,ADULTOJOVEN
BOMBONA,ADULTO
MARIDIAZ,ADULTOJOVEN
ANGANOY,ADULTO
VDA BELLAVISTA,ADULTO
BARRIO LOS ALMENDROS,OTRA
BARRIO EL LLANO,ADULTO
INVACION COLOMBIA,ADULTOJOVEN
BARRIO LOS ALPES,ADULTO
BARRIO COLSAG,OTRA
BARRIO SAN MIGUEL,ADULTO
BARRIO SAN LUIS,ADULTO
BARRIO QUINTA BOSCH,ADULTOJOVEN
BARRIO SEVILLA,ADULTOJOVEN
BARRIO SANTANDER,ADULTOJOVEN
CAFETERO,ADULTOMAYOR
NUEVA CECILIA,ADULTOJOVEN
LAS AMERICAS,ADULTO
LAS AMERICAS,ADULTO
SANTAFE,ADULTO
VDA.PARAGUAY,ADULTOJOVEN
LA BADEA,ADULTO
BOMBAY,ADULTOJOVEN
SECTOR EL CRUCERO,ADULTOJOVEN
SECTOR VIADUCTO,ADULTO
SECTOR PLAZA DE BOLIVAR,ADULTOJOVEN
CIUDAD BOQUIA,ADULTO
VEREDA GUAIMARAL,ANCIANO
VEREDA GUAIMARAL,ANCIANO
VEREDA GUAIMARAL,ANCIANO
LOMA COVE,ANCIANO
GALAN GOMEZ,ADULTO
MIRAFLORES,ADULTO
MIRAFLORES,ADULTO
CABECERA DEL LLANO,ADULTOMAYOR
CIUDADELA REAL DE MINAS,ADULTOMAYOR
MEJORAS PUBLICAS,ADULTOJOVEN
ALTOS DEL CACIQUE,ADULTO
CALDAS,ADULTOMAYOR
LA PAZ,ADULTOJOVEN
URB. CIUDADELA COMFENALCO,ADULTOJOVEN
RIO FRIO,ADULTOJOVEN
RINCON DE GIRON,ADULTO
SAN LUIS,ADULTO
SAN FRANCISCO P/TA,ADULTOMAYOR
LA BALSA,ADULTO
SANTA MARTA,ADULTO
CRUZ ROJA,ADULTOJOVEN
RESTREPO,ADULTOMAYOR
CENTENARIO,ADULTO
CENTRO,ADULTOJOVEN
EL CENTRO,ADULTOMAYOR
3 DE JULIO E19,ADULTOJOVEN
LLERAS CAMARGO E20,ADULTOMAYOR
EL JARDIN E11,ADULTO
EL REFUGIO E19,ADULTOJOVEN
VILLA DEL PRADO - EL GUABITO E5,ADULTOJOVEN
SANTA TERESITA E2,ANCIANO
VALLE GRANDE E21,ADULTO
EL GRAN LIMONAR E17,ADULTO
SAN PEDRO E3,ANCIANO
VALLE GRANDE E21,ADULTO
SAN PEDRO E3,ADULTO
EL RODEO E12,ADULTOJOVEN
URB. TEQUENDAMA E19,ADULTOMAYOR
COLSEGUROS ANDES E10,ADULTO
DESEPAZ INVICALI E21,ADULTOJOVEN
CANHAVERALES - LOS SAMANES E17,ADULTOJOVEN
SECTOR ALTO LOS CHORROS E18,ADULTO
SAN PEDRO E3,ADULTO
URB. TEQUENDAMA E19,ADULTOMAYOR
SAN VICENTE E2,ADULTO
UNID. A GALINDO PLAZA TOROS E19,ADULTOJOVEN
ALAMEDA E9,ADULTOJOVEN
VILLA SAN MARCOS E14,ADULTOJOVEN
TERRANOVA E24,ADULTOJOVEN
CGTO PAVAS E27,ADULTOJOVEN
CENTRO,ADULTOJOVEN
PRADO,ADULTO
NIQUIA BIFAMILIAR,ADULTOJOVEN
LA CABANHITA,ADULTOJOVEN
VILLAGRANDE,ADULTO
ZONA CENTRO,ANCIANO
LA GLORIA,ADULTO
EL ROSARIO,ADULTO
LA CANDELARIA C-10,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOJOVEN
LA CANDELARIA C-10,ADULTO
MANILA C-14,ADULTOMAYOR
PRADO C-10,ADULTOJOVEN
BELEN C-16,ADULTOMAYOR
BELEN C-16,ADULTOMAYOR
GUAYAQUIL C-10,ADULTO
FRANCISCO ANTONIO ZEA C-5,ADULTO
MORAVIA  C-4,ADULTOJOVEN
EL POBLADO C-14,ADULTOJOVEN
MORAVIA  C-4,ADULTOJOVEN
PLAZA DE FERIAS C-5,ADULTO
GUAYAQUIL C-10,ADULTOJOVEN
ESTACION VILLA C-10,ADULTOJOVEN
PRADO C-10,ADULTOMAYOR
SAN ANTONIO C-8,ADULTOJOVEN
EL POBLADO C-14,ADULTO
EL POBLADO C-14,ADULTO
SAN PEDRO  C-4,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOJOVEN
BARRIO COLON C-10,ADULTOJOVEN
CAMPO VALDES 1  C-4,ADULTOMAYOR
LORENA C-11,ADULTOJOVEN
CRISTO REY C-15,ADULTO
CAMPO VALDES 1  C-4,ADOLESCENTE
LA CANDELARIA C-10,ADULTOJOVEN
GUAYAQUIL C-10,INFANTE
CARIBE C-5,ADULTO
LOS ANGELES C-10,ADULTOJOVEN
CARLOS E. RESTREPO C-11,ADULTOJOVEN
LA CANDELARIA C-10,ADULTOMAYOR
7 DE AGOSTO,ADULTO
7 DE AGOSTO,ADULTO
ABAJO,ADULTOJOVEN
CENTRO,ADULTO
VILLA CAROLINA,ADULTO
LA ARBOLEDA,ADULTO
VILLA DEL REY,ADULTOJOVEN
TORICES,ADULTOJOVEN
SECTOR RURAL,ADOLESCENTE
CENTRO,ADULTOJOVEN
BARRIO EL BOSQUE,ADOLESCENTE
CENTRO,ADULTOJOVEN
VILLA CARMENZA,ANCIANO
VILLA HERMOSA,ADULTOJOVEN
SECTOR EL CABLE,ADOLESCENTE
SECTOR EL CABLE,ADOLESCENTE
ABBAS TURBAY,ADULTOJOVEN
VIA A NEIVA,ADULTOJOVEN
EL VENTILADOR,ADULTO
EL CUNDUY,ADULTOJOVEN
EL VENTILADOR,ADOLESCENTE
EL PROGRESO,OTRA
VDA EL GUABAL,ADULTO
SAN IGNACIO,ADULTO
TOMAS C. DE MOSQUERA,ADULTO
LOS CACIQUES,ADULTO
LOS CACIQUES,ADULTO
CARANHO,ADULTOJOVEN
ANDALUCIA,ADULTO
ANDALUCIA,ADULTO
ANDALUCIA,ADULTO
CHICO NORTE II E-2,ADULTO
MINUTO DE DIOS E-10,ADULTOJOVEN
TRINIDAD GALAN E-16,ADULTOJOVEN
LISBOA E-11,ADULTOJOVEN
SAN FRANCISCO NORTE E-11,ADOLESCENTE
EL TUNAL II E-6,ADULTO
CHICO I E-2,ADULTO
VERBENAL E-1,ADULTO
7 DE AGOSTO E-12,ANCIANO
VILLA TERESITA E-10,ADULTOMAYOR
SANTA FE E-14,ADULTO
CASTILLA REAL     E-8,ADULTOJOVEN
SAN JOSE E-11,ADULTO
QUINTA CAMACHO E-2,ADULTO
TORCA GONGORA E-1,ADULTO
LAS NIEVES E-3,ADULTOJOVEN
RESTREPO E-15,ADULTOJOVEN
TORCA GONGORA E-1,ADULTOJOVEN
URB. MONTES I SECTOR E-16,ADULTO
GRANADA NORTE E-11,ADULTO
BOSA E-7,ADULTO
TORCOROMA E-1,ADULTOJOVEN
PARQUE EL TUNAL E-6,ADULTO
VERSALLES E-9,ADULTO
GRAN BRITALIA E-8,ADULTO
CHICO I E-2,ADOLESCENTE
ARBORIZADORA BAJA E-19,ADOLESCENTE
MARIA PAZ E-8,ADULTOJOVEN
MORAVIA  C-4,ADULTOJOVEN
ONEIDA  E-8,ADULTOJOVEN
CONJUNTO RESIDENCIAL LA PRADERA E-1,ANCIANO
GRAN BRITALIA E-8,ADULTO
GUACAMAYAS I-II E-4,ADULTO
PARQUE DE MILENTA II ETAPA E-16,ADULTOJOVEN
CANAIMA E-1,ADULTOJOVEN
SANTA FE E-13,ADULTOJOVEN
TORCA GONGORA E-1,ADULTO
SAN BERNARDINO E-7,ADULTO
TINTAL    E-8,ADULTOJOVEN
PERPETUO SOCORRO E-8,ADULTO
MARLY E-2,ADULTOJOVEN
