BARRIO,MARCA
LAS MANITAS E-19,AVVIO
SAN LUIS 20 DE JULIO E-4,APPLE
ALFONSO LOPEZ E-5,HUAWEI
RESTREPO E-15,-
CAMPINHA E-11,-
URB. COMPARTIR E-11,HUAWEI
LA CABRERA E-2,-
QUESADA E-13,HUAWEI
GRAN YOMASA E-5,SAMSUNG
SAN JOSE DE BAVARIA E-11,-
EL CAMPIN E-13,-
SAN LUIS 20 DE JULIO E-4,APPLE
RESTREPO E-15,-
TEUSAQUILLO E-13,SAMSUNG
VILLA LUZ E-10,APPLE
VERSALLES E-9,LENOVO
TINTALITO E-8,HUAWEI
BOSA E-7,-
VILLAS DE GRANADA E-10,LG
SOCIEGO SUR E-18,SAMSUNG
CHAPINERO ALTO E-2,ZTE
SANTA ROSA,SAMSUNG
CRISTO REY,SAMSUNG
PASTRANA BORRERO,AVVIO
EL CARMEN,ALCATEL
TRAMO DE VIA CUATROVIAS - MAICAO,SAMSUNG
1 DE OCTUBRE,HUAWEI
CHIPICHAPE E2,APPLE
NUEVO HORIZONTE,HUAWEI
LOS NOGALES,SAMSUNG
URB. MANANTIAL,HUAWEI
SAN SEBASTIAN,SAMSUNG
ALAMOS NORTE,LENOVO
CONDOMINIO RESERVA DE LOS TULIPANES,SAMSUNG
FRONTERAS DEL MILENIO,SAMSUNG
SAN PEDRO,SAMSUNG
ALTICO,MOTOROLA
CORDOBA,BLU
SANTA ANA,SAMSUNG
COREA,APPLE
CORREGIMIENTO SAN JOSE DE KENNEDY,SAMSUNG
CENTRO,HUAWEI
SAN ISIDRO,LG
SAN ANTONIO,SAMSUNG
EL BUQUE,APPLE
LA LAGUNA,LG
SAN FERNANDO,SAMSUNG
TERMINAL,MOTOROLA
NIZA I,SAMSUNG
IDEMA,SAMSUNG
AVENIDA LOS ESTUDIANTES,SAMSUNG
EL MORRO,MOTOROLA
BARRIO PUENTE BARCO,AVVIO
BARRIO CLARET,-
BARRIO SAN LUIS,SAMSUNG
BARRIO SAN AGUSTIN,MOTOROLA
LAS BRISAS,LANIX
CIUDADELA EL SOL,AVVIO
LA PATRIA,MOTOROLA
VARIANTE NORTE,SAMSUNG
SAN DIEGO,SAMSUNG
SAN JOSE SUR,AVVIO
SECTOR COLISEO SAN LUIS,MOTOROLA
SECTOR COLISEO SAN LUIS,APPLE
SECTOR COLISEO SAN LUIS,SONY
EL CENTRO,SAMSUNG
EL CENTRO,SAMSUNG
SECTOR LA CHAVA,SAMSUNG
PALMIRA,ALCATEL
SAN MIGUEL,SAMSUNG
CABECERA DEL LLANO,MOTOROLA
LA AURORA,HUAWEI
LOS ARRAYANES,LG
EL LIMONCITO,SAMSUNG
QUINTA GRANADA,LENOVO
SAN CRISTOBAL P/TA,SAMSUNG
SAN JUAN,SAMSUNG
ZONA RURAL,OTRA
VILLA  MADY,HUAWEI
RONDON,ASUS
RINCON DE PIEDRAPINTADA,HUAWEI
MIROLINDO,MOTOROLA
CALUCAIMA,ALCATEL
HIPODROMO,HUAWEI
BALCONES DEL BOSQUE,HUAWEI
SANTA LUCIA,NOKIA
SANTA LUCIA,AVVIO
EL CARMEN,AVVIO
CARLOS HOLMES,SAMSUNG
VIENTO LIBRE,AVVIO
TERRON COLORADO E1,SAMSUNG
PATIO BONITO E1,OTRA
LA HACIENDA E17,SAMSUNG
MELENDEZ E18,MOTOROLA
LOS PORTALES - NUEVO REY E17,HUAWEI
SAN JOAQUIN E17,SAMSUNG
CGTO PANCE E22,SAMSUNG
CHIMINANGOS I E5,MOTOROLA
OMAR TORRIJOS E13,SONY
CIUDADELA CONFANDI E17,SAMSUNG
CRISTO REY E19,ALCATEL
CALIMA E4,SAMSUNG
CALIMA E4,ZTE
CRISTOBAL COLON E10,LENOVO
NUEVA FLORESTA E12,SAMSUNG
SUCRE E9,HUAWEI
LIBERTADORES E24,SAMSUNG
VIA JAMUNDI/POTRERITO/RIO CLARO E24,SAMSUNG
LAS MERCEDES,APPLE
VERSALLES,SAMSUNG
MANUEL JOSE RAMIREZ,NOKIA
SANTA TERESITA,HUAWEI
ARGELINA ARTEAGA,SAMSUNG
ORIENTE  C-3,ALCATEL
KENNEDY C-6,SAMSUNG
PATIO BONITO C-14,APPLE
SEVILLA  C-4,SAMSUNG
SURAMERICANA C-11,SAMSUNG
PRADO C-10,SAMSUNG
EL POBLADO C-14,APPLE
LAURELES C-11,SAMSUNG
CALLE NUEVA C-10,HUAWEI
NUEVA VILLA DE LA IGUANA C-7,SAMSUNG
LA ASOMADERA 2  C-9,SAMSUNG
CASTILLA C-5,SAMSUNG
BOSTON C-10,HUAWEI
LA CANDELARIA C-10,SAMSUNG
SAN BENITO C-10,SONY
LA AMERICA C-12,MOTOROLA
SAN BENITO C-10,SAMSUNG
LA CANDELARIA C-10,SAMSUNG
SANTA TERESITA C-12,APPLE
CRISTO REY C-15,ZTE
BOSTON C-10,SAMSUNG
GRANADA C-16,MOTOROLA
EL PLAYON DE LOS COMUNEROS  C-2,SAMSUNG
EL PLAYON DE LOS COMUNEROS  C-2,SAMSUNG
LLANOGRANDE,SAMSUNG
LLANOGRANDE,APPLE
PARQUE PRINCIPAL,ALCATEL
CGTO. SAN MIGUEL DEL TIGRE,SAMSUNG
CGTO. SAN MIGUEL DEL TIGRE,LG
12 DE OCTUBRE,AZUMI
VERGEL,SAMSUNG
EL BOSQUE,LG
CALIFORNIA,SAMSUNG
EL ANCIA,SAMSUNG
BARRIO NARINHO,SAMSUNG
OLAYA HERRERA,HUAWEI
SAN JOSE,HUAWEI
LA TOLOSA,NOKIA
LA CASTELLANA,HUAWEI
BARRIO GALERIAS,ALCATEL
SAN JUDAS,AVVIO
ATALAYA,SAMSUNG
ATALAYA,LENOVO
EL RAICERO,LG
EL RAICERO,-
JUAN XXIII,NOKIA
VILLA BENILDA,SAMSUNG
VDA SAN ANTONIO,HUAWEI
EL EMPEDRADO,SAMSUNG
MARIA OCCIDENTE,HUAWEI
ALTO PRADO,SAMSUNG
LA YE,SAMSUNG
VILLA DEL ROSARIO,LG
1º DE MAYO,SAMSUNG
CANHAGUATE,APPLE
EDMUNDO LOPEZ II,HUAWEI
LA PRADERA,HUAWEI
LA CASTELLANA,SAMSUNG
CASERIO EL SABANAL,ALCATEL
ALFONSO LOPEZ,-
SAN ISIDRO E-19,-
LAS AMERICAS E-13,-
ALAMEDA E-3,HUAWEI
LAS AMERICAS E-8,ALCATEL
CONJUNTO RESIDENCIAL LA PRADERA E-1,-
ANDES E-11,APPLE
LA  POLA,LG
EL PORVENIR II SECTOR E-5,-
SAN JOAQUIN E-7,LG
TUNALITO E-6,ALCATEL
SAN MIGUEL BAJO E-4,SAMSUNG
URB. MARSELLA E-8,-
CHICO NAVARRA E-1,-
COUNTRY SUR E-18,MOTOROLA
LAS AMERICAS E-8,SAMSUNG
LAS NIEVES E-3,-
LA ESMERALDA E-13,LENOVO
URB. SANTA ANA NORTE E-1,-
CHAPINERO CENTRAL E-2,LG
SAN VICTORINO E-3,-
SANTA BARBARA CENTRAL E-1,-
LA ALAMEDA E-3,-
MEISSEN E-19,OTRA
EL OLIVO E-8,ZTE
AURES I-II E-11,ALCATEL
SAN PABLO E-7,-
CIUDAD DE QUITO,ALCATEL
LOS DUCALES II,APPLE
URB. LOS DESEOS,SAMSUNG
EL JARDIN,APPLE
EL JARDIN,AVVIO
MODELO,-
VILLA CAROLINA,AVVIO
VILLA CAROLINA,SONY
BUGANVILES,LG
QUIRINAL,APPLE
LOS LAGOS,SAMSUNG
OLIVO,HUAWEI
CENTRO HISTORICO,APPLE
SILVIA ROSA,SAMSUNG
PESCAITO,SAMSUNG
BACHUE,SAMSUNG
JORGE ELIECER GAITAN,SAMSUNG
ANILLO VIAL,SAMSUNG
VILLA JULIA,OTRA
DOS MIL ALTO,SAMSUNG
20 DE JULIO,MOTOROLA
SAN FERNANDO,SAMSUNG
CHAPAL,LENOVO
CALLE MERCEDES,LG
BARRIO LATINO,LENOVO
BARRIO CHAPINERO,HUAWEI
BARRIO SAN LUIS,SAMSUNG
BARRIO LA CABRERA,HUAWEI
BARRIO LA PRIMAVERA,SAMSUNG
PABLO VI,APPLE
POPULAR MODELO,SAMSUNG
CERRITOS,SAMSUNG
SECTOR PARQUE LA LIBERTAD,SAMSUNG
CENTRO (B) PEREIRA,LG
CUBA V-8,MOTOROLA
EL LLANITO,SAMSUNG
CENTRO,SAMSUNG
BOLIVAR,SONY
CABECERA DEL LLANO,APPLE
CABECERA DEL LLANO,SAMSUNG
LA UNIVERSIDAD,SAMSUNG
MEJORAS PUBLICAS,SONY
VILLA MERCEDES,HUAWEI
EL PRADO,SAMSUNG
LA FERIA,SAMSUNG
CABECERA DEL LLANO,SAMSUNG
MUTIS,SAMSUNG
DIAMANTE II,SAMSUNG
SOTOMAYOR,HUAWEI
CAMPO MADRID,HUAWEI
MOLINOS BAJOS,SAMSUNG
BELLAVISTA,MOTOROLA
LAGOS II,MOTOROLA
VISTA HERMOSA,SAMSUNG
SAN ANTONIO,AVVIO
URB. TIERRA GRATA,MOTOROLA
LA ESPERANZA,AVVIO
SAN RAFAEL,HUAWEI
VRDA. GUADUALEJO,NOKIA
MIRAMAR,AZUMI
LA PRADERA,LANIX
JORDAN IX ETAPA,MOTOROLA
EL PEDREGAL (URB.),OTRA
JORDAN VII ETAPA,MOTOROLA
URIBE URIBE,SAMSUNG
YULDAIMA,-
CUTUCUMAY,SAMSUNG
CENTRO,NOKIA
VRDA. REAL,NOKIA
RICAURTE,MOTOROLA
U.R. SANTIAGO DE CALI E19,SAMSUNG
EL POBLADO II E13,SAMSUNG
EL POBLADO II E13,ALCATEL
EL INGENIO E17,SAMSUNG
LAS GRANJAS E10,SAMSUNG
ALIRIO MORA BELTRAN E14,SAMSUNG
ALIRIO MORA BELTRAN E14,ALCATEL
V. MERCEDES I - V. LUZ- LAS GARZAS E21,HUAWEI
EL TRONCAL E8,SAMSUNG
GUAYAQUIL E9,MOTOROLA
EL PONDAJE E13,SONY
VILLA DEL SUR E11,SAMSUNG
VERSALLES E2,APPLE
SAN NICOLAS E3,LENOVO
SANTO DOMINGO E10,AVVIO
VILLA DEL SUR E11,LG
LOS SAUCES E11,SAMSUNG
LA ALIANZA E4,HUAWEI
CGTO EL LAURO (23-1),HUAWEI
CGTO EL LAURO (23-1),LG
LOPEZ,SAMSUNG
CENTRAL,-
LA INDEPENDENCIA,SAMSUNG
ARROYOHONDO ZONA INDUSTRIAL (25-2),ALCATEL
30 DE MAYO,SAMSUNG
CIUDADELA DEL NORTE,SAMSUNG
LA CABANHA,HUAWEI
PEREZ,MOTOROLA
ZONA CENTRO,SAMSUNG
LAS VEGAS,SAMSUNG
AUTOPISTA MEDELLIN-BOGOTA,MOTOROLA
SANTA MARIA # 2,SAMSUNG
LA CANDELARIA C-10,MOTOROLA
LA ALPUJARRA C-10,APPLE
LA CANDELARIA C-10,HUAWEI
LA CANDELARIA C-10,SAMSUNG
LA CANDELARIA C-10,LENOVO
LA CANDELARIA C-10,MOTOROLA
LA CANDELARIA C-10,SAMSUNG
LA CANDELARIA C-10,APPLE
BELEN C-16,SAMSUNG
MANRIQUE 1  C-4,HUAWEI
EL CHAGUALO C-10,HUAWEI
LOS BALSOS 1 C-14,SAMSUNG
CENTRO ADMINISTRATIVO C-10,ALCATEL
CAMPO VALDES 2 C-3,ALCATEL
LOS ALPES C-16,ASUS
PRADO C-10,MOTOROLA
CARIBE C-5,MOTOROLA
CASTILLA C-5,SAMSUNG
CUARTA BRIGADA C-11,SAMSUNG
CRISTO REY C-15,SAMSUNG
BARRIO COLOMBIA C-14,SAMSUNG
EL CHAGUALO C-10,HUAWEI
LOS COLORES C-11,NOKIA
BEMEJAL - LOS ALAMOS  C-4,HUAWEI
LA CANDELARIA C-10,ALCATEL
ARANJUEZ  C-4,MOTOROLA
LOS PINOS C-12,SAMSUNG
LA PAZ,SAMSUNG
SAN ROQUE,SAMSUNG
EL CARMEN,LENOVO
LA PRADERA,SAMSUNG
LAS PARCELAS,NOKIA
EL BOSQUE,SAMSUNG
LOS ALMENDROS,-
CIUDAD CAMELOT,SAMSUNG
TORICES,-
NUEVO BOSQUE,SAMSUNG
SECTOR MONPA DE PENHONCITO,ALCATEL
SECTOR SAN MIGUEL,SAMSUNG
SAN FERNANDO,LENOVO
CENTRO,SAMSUNG
BARRIO LA FUENTE,APPLE
CENTRO,SAMSUNG
CENTRO,SAMSUNG
RESTREPO,LENOVO
ESPERANZA,SAMSUNG
VDA LAS GUACAS,HUAWEI
CAMPAMENTO,MOTOROLA
EL TABLAZO,LENOVO
CENTRO,SAMSUNG
LA ESTANCIA,HUAWEI
PANDIGUANDO,SAMSUNG
CANALON,SAMSUNG
CENTRO,AVVIO
LAS PARCELAS,LANIX
ALFONSO LOPEZ,NOKIA
URB. LAS LOMAS E-4,HUAWEI
LOS HAYUELOS E-9,-
DIANA TURBAY E-18,HUAWEI
CHAPINERO SUR OCCIDENTAL E-13,SAMSUNG
LA GAITANA E-11,-
SAN ANTONIO E-15,-
MARTIRES E-14,-
VEINTE DE JULIO E-4,NOKIA
SANTA TERESA E-11,-
QUINTA CAMACHO E-2,LENOVO
LAGO GAITAN E-2,OTRA
LAS VILLAS I SECTOR E-11,-
PRADO VERANIEGO E-11,-
ALTA BLANCA E-1,-
PATIO BONITO I E-8,-
PATIO BONITO I E-8,-
LAS COLINAS E-18,-
RICAURTE E-14,-
LA SOLEDAD E-13,SAMSUNG
URB. CLARET EL CARMEN E-6,-
SECTOR COLINAGRO ISMAEL PERDOMO E-19,ALCATEL
LA ESMERALDA E-13,APPLE
ANTIGUO COUNTRY E-2,-
TENERIFE E-5,LG
LA PORCIUNCULA E-2,-
TEQUENDAMA   E-8,LG
URB. COSTA AZUL I Y II ETAPA E-11,-
SAN PABLO E-7,-
URB MIRANDELA E-11,-
GUSTAVO RESTREPO E-18,-
MARIA PAZ E-8,SAMSUNG
NUEVA GRANADA E-7,NOKIA
INGLES E-18,ALCATEL
PATIO BONITO I E-8,SAMSUNG
VISTA HERMOSA SECTOR EL CAPRI E-19,HUAWEI
SAN LUIS VIA LA CALERA E-2,LG
BELLA SUIZA E-1,AVVIO
FLORESTA SUR E-8,SAMSUNG
URB. SAN EUSEBIO E-16,SAMSUNG
VILLA ITALIA,ALCATEL
DIVINO NINHO,HUAWEI
LAS GRANJAS,SAMSUNG
MANZANARES,LANIX
ALTICO,LG
LOS PARQUES,HUAWEI
LOS PARQUES,LG
CALIXTO LEYVA,SAMSUNG
VEREDA BETANIA,HUAWEI
VEREDA LLANO GRANDE,HUAWEI
TAGANGA,APPLE
PANDO,SAMSUNG
20 DE JULIO,HUAWEI
PORVENIR POSTOBON,APPLE
CENTRO,SAMSUNG
BACHUE,SAMSUNG
BACHUE,HUAWEI
CATUMARE,SAMSUNG
MANANTIAL,SAMSUNG
EL EMPORIO,LENOVO
LAS AMERICAS,HUAWEI
CHILE,SAMSUNG
DOCE DE OCTUBRE,MOTOROLA
CHILE,MOTOROLA
SANTA BARBARA,SAMSUNG
POTRERILLO,SAMSUNG
SAN VICENTE,MOTOROLA
BARRIO CHAPINERO,MOTOROLA
BARRIO LATINO,OTRA
LIMONAR,SAMSUNG
EL MIRADOR,ALCATEL
EL ROBLEDO,HUAWEI
SANTA ISABEL 1,SAMSUNG
PINARES DE SAN MARTIN,APPLE
BOSQUES DE LA SALLE,HUAWEI
BOSQUES DE LA SALLE,ALCATEL
SANTA CATALINA II,HUAWEI
SANTA CATALINA II,AVVIO
SECTOR PARQUE LA LIBERTAD,MOTOROLA
LA PAZ CENTRO,HUAWEI
CENTRO (A) PEREIRA,SAMSUNG
LA VICTORIA,HUAWEI
CUEVA MORGAN,SAMSUNG
CUEVA MORGAN,APPLE
EL PARNASO,HUAWEI
COLORADOS,APPLE
ANTONIA SANTOS,SAMSUNG
LA CONCORDIA,SAMSUNG
LA CONCORDIA,AVVIO
MUTIS,LENOVO
CALDAS,MOTOROLA
CR. MEDITERRANE,HUAWEI
VIDA EN PRIMAVERA,SAMSUNG
BRISAS DE PRIMAVERA I,MOTOROLA
LA TACHUELA,APPLE
FORD,OTRA
SANTA HELENA,HUAWEI
SIMON BOLIVAR,SAMSUNG
CALARCA,SAMSUNG
EL PEDREGAL (URB.),OTRA
VRDA. PITAL,AVVIO
CIUDAD CORDOBA E15,HUAWEI
ALFONSO LOPEZ I E7,MOTOROLA
EDUARDO SANTOS E12,NOKIA
LOS PORTALES - NUEVO REY E17,LENOVO
VERSALLES E2,SAMSUNG
SAN PEDRO E3,MOTOROLA
BUENOS AIRES E18,SAMSUNG
PRADOS DEL NORTE E2,NOKIA
PRADOS DEL NORTE E2,SONY
SAN PEDRO E3,MOTOROLA
NUEVA FLORESTA E12,SAMSUNG
NUEVA FLORESTA E12,HUAWEI
SAN JUAN BOSCO E3,HUAWEI
SIETE DE AGOSTO E7,SAMSUNG
SAN NICOLAS E3,HUAWEI
MOJICA E15,HUAWEI
CIUDAD CAPRI E17,SAMSUNG
URB. POBLADO CAMPESTRE (23-S-6-3),ALCATEL
CGTO EL PLACER,ALCATEL
LA PRADERA I E24,SAMSUNG
ZAMORANO,ALCATEL
BUENOS AIRES E25,SONY
SAN JOSE OBRERO,SAMSUNG
LA ESTACION,SAMSUNG
EL CONGOLO,HUAWEI
VDA. LA RAYA,SAMSUNG
CENTRO,SAMSUNG
ASTURIAS,SAMSUNG
PARQUE PRINCIPAL,HUAWEI
LA CANDELARIA C-10,OTRA
LA CANDELARIA C-10,SAMSUNG
CASTILLA C-5,HUAWEI
LOS MANGOS C-8,HUAWEI
PATIO BONITO C-14,SAMSUNG
PRADO C-10,HUAWEI
SEVILLA  C-4,SAMSUNG
GUAYAQUIL C-10,MOTOROLA
GUAYAQUIL C-10,SAMSUNG
ROBLEDO C-7,LENOVO
SANTA CRUZ  C-2,SAMSUNG
LOS ANGELES C-10,SAMSUNG
ESTACION VILLA C-10,SAMSUNG
LOS ALPES C-16,MOTOROLA
EL POBLADO C-14,APPLE
EL COMPROMISO C-1,HUAWEI
MANILA C-14,NOKIA
LAS VIOLETAS C-16,MOTOROLA
LA AMERICA C-12,ALCATEL
PRADO C-10,AZUMI
LA CANDELARIA C-10,SAMSUNG
VILLANUEVA C-10,SAMSUNG
ROSALES C-16,SAMSUNG
PRADO C-10,MOTOROLA
PRADO C-10,MOTOROLA
LA MOSCA,SAMSUNG
VILLA DELA,HUAWEI
7 DE ABRIL,SAMSUNG
PRADO,OTRA
LAS DELICIAS,SAMSUNG
REBOLO,HUAWEI
EL RECREO,SAMSUNG
CIUDAD JARDIN,SAMSUNG
CENTENARIO,LG
ALTO BOSQUE,SAMSUNG
BARRIO CENTRO,SAMSUNG
CENTRO,SAMSUNG
CENTRO,HUAWEI
CONCORDIA,SAMSUNG
CENTRO,LG
LA VICTORIA,-
LOS COMUNEROS,AVVIO
CENTRO,-
EL PARAISO,SAMSUNG
20 DE JULIO,HUAWEI
EL GAVAN,ALCATEL
CAMILO TORRES,APPLE
SITIO O VDA LOS FAROLES,SAMSUNG
CENTRO,HUAWEI
LA SOMBRILLA,SAMSUNG
LA SOMBRILLA,SAMSUNG
ALMENDROS,HUAWEI
SOLANO PEREZ,MOTOROLA
SANTA ANA,HUAWEI
6 DE MARZO,APPLE
6 DE MARZO,LANIX
CASERIO LOS PERICOS,NOKIA
CASERIO LOS PERICOS,-
EL CENTRO,APPLE
CASERIO LOS PERICOS,OTRA
SAN JOSE,SAMSUNG
VILLA DEL RIO E-7,-
KASANDRA E-9,-
LA MARIA E-4,-
LAS NIEVES E-3,HUAWEI
URB. LA COLINA CAMPESTRE I SECTOR E-11,-
LA MARICHUELA E-5,SAMSUNG
LA URIBE E-1,-
LA ESTRADITA E-10,MOTOROLA
LA ESTRELLA DEL SUR E-19,HUAWEI
SAN JORGE E-18,HUAWEI
EL PORVENIR E-7,-
RICAURTE E-14,-
BOSQUE POPULAR E-10,MOTOROLA
LAS COLINAS E-18,MOTOROLA
LUCERO BAJO E-19,HUAWEI
CASTILLA REAL     E-8,-
CHAPINERO ALTO E-2,LENOVO
EL PINAR E-11,SAMSUNG
QUINTA PAREDES E-13,-
BOCHICA E-10,-
SAN ANTONIO E-15,SAMSUNG
SANTA TERESITA E-13,ZTE
CONTADOR E-1,-
PRADO VERANIEGO E-11,-
SAN ANTONIO NORTE E-10,LENOVO
SAN VICTORINO E-3,-
SAN VICTORINO E-3,HUAWEI
ONCE DE NOVIEMBRE E-12,SAMSUNG
LAS COLINAS E-18,APPLE
JULIO FLOREZ E-11,MOTOROLA
MARIA PAZ E-8,SAMSUNG
SAN CRISTOBAL E-4,-
VOTO NACIONAL E-14,APPLE
FLORIDA SUR ALTO E-19,MOTOROLA
LA AURORA II SECTOR E-5,MOTOROLA
LA GIRALDA E-9,-
SAN DIEGO E-3,-
VEINTE DE JULIO E-4,SONY
MARIA PAZ E-8,HUAWEI
EL AMPARO E-8,AVVIO
URB. MAZUREN I SECTOR E-11,-
URB. VERAGUAS E-16,LG
GORGONZOLA E-16,HUAWEI
QUINTA PAREDES E-13,-
SAN ANTONIO E-7,LG
CANDELARIA III-IV E-19,SAMSUNG
ROMA  E-8,SAMSUNG
GUSTAVO RESTREPO E-18,OTRA
LAS MARGARITAS E-8,SAMSUNG
SANTA RITA,SAMSUNG
SERREZUELITA,NOKIA
SANTA ISABEL,SAMSUNG
SAN MARTIN,HUAWEI
SANTA ISABEL,SAMSUNG
SANTA INES,OTRA
CRISTO REY,SAMSUNG
FRANCISCO DE PAULA SANTANDER,OTRA
VILLA MARBELLA,SAMSUNG
ASOVIVIENDAS,MOTOROLA
7 DE AGOSTO,SAMSUNG
7 DE AGOSTO,SAMSUNG
VENCEDORES,HUAWEI
GUATAPE,SAMSUNG
GUATAPE,SONY
KIRPA,MOTOROLA
COVISAN,MOTOROLA
URBANIZACION LAS COLINAS,MOTOROLA
OBRERO,SAMSUNG
ALFONSO LOPEZ,APPLE
PRADOS DEL SUR,HUAWEI
CORREGIMIENTO SANTANDER,SAMSUNG
BARIO LA RIVIERA,LANIX
CONJUNTO CERRADO EL TESORO,AVVIO
BARRIO QUINTA BOSCH,HUAWEI
LA ESTACION,SAMSUNG
ALAMEDA,HUAWEI
SECTOR COLISEO SAN LUIS,SONY
CENTRO,HUAWEI
NAPOLES,HUAWEI
NAPOLES,MOTOROLA
CABECERA DEL LLANO,MOTOROLA
BOLARQUI,SAMSUNG
EL BOSQUE,MOTOROLA
SANTA FE,SAMSUNG
VDA. GUATIGUARA,AZUMI
PUERTA ROJA,SAMSUNG
CENTRO,SAMSUNG
SANTA CATALINA,HUAWEI
EL MAIZAL,HUAWEI
7 DE AGOSTO,SAMSUNG
LOS FUNDADORES,NOKIA
CENTRO,AVVIO
EL CARMEN,SAMSUNG
LA FRANCIA,-
ARKANIZA,LENOVO
LA GAVIOTA,SAMSUNG
VILLA ARKADIA,ALCATEL
VILLA HOLANDA,SAMSUNG
CENTRO,ALCATEL
GALAN,MOTOROLA
PARAISO,SAMSUNG
PANAMERICANO,SAMSUNG
INDEPENDENCIA,APPLE
VALLE GRANDE E21,SONY
CAMINO REAL - J BORRERO E19,NOKIA
SAN FERNANDO VIEJO E19,MOTOROLA
ALFONSO LOPEZ I E7,LG
EL CALVARIO E3,ALCATEL
EL CALVARIO E3,MOTOROLA
3 DE JULIO E19,AVVIO
12 DE OCTUBRE E12,LENOVO
URB. MILITAR E19,SAMSUNG
LILI E17,SAMSUNG
VALLE GRANDE E21,HUAWEI
URB. CIUDAD JARDIN E22,MOTOROLA
LA LUISA E19,APPLE
LA MERCED E3,MOTOROLA
SAN LUIS II E6,SAMSUNG
SAN LUIS II E6,HUAWEI
FENALCO KENNEDY E12,HUAWEI
PAMPA LINDA E19,SAMSUNG
SANTA ROSA E3,MOTOROLA
EL TRONCAL E8,HUAWEI
CGTO VILLAGORGONA,SAMSUNG
SAN JUANITO,SONY
COLOMBIA,APPLE
RECREO,APPLE
COLOMBIA,SAMSUNG
ARTURO BUENO,AVVIO
BARRIO NUEVO,SAMSUNG
ALCALA,MOTOROLA
LAS VEGAS,SAMSUNG
PIEDRAS BLANCAS,APPLE
CHAPARRAL,HUAWEI
CENTRO,SAMSUNG
VDA. LA BERMEJALA,SAMSUNG
PARQUE NORTE C-4,HUAWEI
CRISTO REY C-15,HUAWEI
ESTACION VILLA C-10,SAMSUNG
SAN ISIDRO  C-4,HUAWEI
LA CANDELARIA C-10,SAMSUNG
SURAMERICANA C-11,SAMSUNG
SEVILLA  C-4,SAMSUNG
GRANIZAL C-1,SAMSUNG
SANTA FE C-15,NOKIA
LA CANDELARIA C-10,APPLE
CALAZANS C-12,SAMSUNG
LAURELES C-11,SAMSUNG
JARDIN BOTANICO  C-4,HUAWEI
GUAYABAL C-15,LG
BARRIO COLON C-10,SAMSUNG
GUAYABAL C-15,MOTOROLA
SAN BENITO C-10,MOTOROLA
LOS ALPES C-16,HUAWEI
GRANIZAL C-1,SAMSUNG
EL POBLADO C-14,MOTOROLA
SAN JOAQUIN C-11,SAMSUNG
MANILA C-14,SAMSUNG
PRADO C-10,SAMSUNG
CARIBE C-5,HUAWEI
SAN JAVIER 1 C-13,SAMSUNG
SAN ANTONIO,SAMSUNG
URBANIZACION VILLA LUZ,AZUMI
SANTA ANA,MOTOROLA
EVARISTO SURDIZ,SAMSUNG
BOSTON,SAMSUNG
CENTRO,OTRA
REBOLO,HUAWEI
REBOLO,NOKIA
BOSTON,LG
CENTRO,OTRA
LA PROVIDENCIA,LENOVO
ALMIRANTE COLON,SAMSUNG
BARRIO CENTRO,SAMSUNG
VDA. PENHAS BLANCAS,SAMSUNG
DIVINO NINHO,SAMSUNG
BARRIO CANAPRO,HUAWEI
NOGALES,HUAWEI
BARRIO LOS AGUSTINOS,ALCATEL
VIA TRONCAL DEL HACHA,AVVIO
EL CENTRO,SAMSUNG
LOS ANGELES,AVVIO
SANTA TERESA,NOKIA
LA XIMENA,SAMSUNG
JOSE MARIA OBANDO,SAMSUNG
CAMILO TORRES,SAMSUNG
LA ESPERANZA,HUAWEI
LA ESPERANZA,LG
BELEN,NOKIA
CENTRO,OTRA
1º DE MAYO,MOTOROLA
NUEVO MILENIO,LANIX
ANTIGUO COUNTRY E-2,-
GUACAMAYAS III E-4,-
QUINTA CAMACHO E-2,-
CHAPINERO ALTO E-2,HUAWEI
LA GAITANA E-11,-
RICAURTE E-14,-
SALAZAR GOMEZ E-16,-
SANTA CECILIA E-9,LG
MODELIA E-9,-
ALTOS DEL POBLADO E-4,SONY
CHAPINERO NORTE E-2,HUAWEI
URB. MARSELLA E-8,-
EL ESPARTILLAL E-2,-
LOS CEDRITOS E-1,HUAWEI
LAS ORQUIDEAS E-1,-
MARCELA E-10,-
RICAURTE E-14,APPLE
MOLINOS DEL SUR E-18,LG
SAN MIGUEL BAJO E-4,SONY
LA PERLA ORIENTAL E-1,-
URB. LA COLINA CAMPESTRE I SECTOR E-11,-
GALERIAS E-13,-
URB. LA ALQUERIA E-16,APPLE
NAVARRA E-1,ALCATEL
VILLA ELISA E-11,-
FLORESTA SUR E-8,APPLE
12 DE OCTUBRE E-12,HUAWEI
VILLA AMALIA E-10,OTRA
EDUARDO SANTOS E-14,-
EL VERGEL E-8,SONY
LOS LAURELES E-7,-
CANDELARIA III-IV E-19,HUAWEI
SAN ANTONIO,SAMSUNG
SAN MATEO,SAMSUNG
JOSE D BOSCAN,SAMSUNG
ALAMOS NORTE,SAMSUNG
LA PAZ,APPLE
BELLO HORIZONTE,SAMSUNG
URBANIZACION CONCEPCION NO. 1-2-3-4-5,ALCATEL
PLAYA SALGUERO,SAMSUNG
RIVERA DEL RIO,SAMSUNG
HACARITAMA,SAMSUNG
JORDAN,HUAWEI
