HORA,BARRIO
MOVILIZACIONVESPERTINA,U.R. SANTIAGO DE CALI E19
NOCHE,SAN ANTONIO E3
NOCHE,SIETE DE AGOSTO E7
TARDE,LA MERCED E3
TARDE,JOSE M. MARROQUIN II E14
TARDE,EL TREBOL E8
TARDE,SAN PEDRO E3
MOVILIZACIONMATUTINA,ALFONSO LOPEZ III E7
MANHANA,CHAMPAGNAT E19
ALMUERZO,PARCELACIONES PANCE E22
ALMUERZO,PARCELACIONES PANCE E22
MADRUGADA,PASO DEL COMERCIO E6
TARDE,ALFONSO LOPEZ I E7
MADRUGADA,EL RODEO E12
MADRUGADA,EL REFUGIO E19
MOVILIZACIONVESPERTINA,SAN PASCUAL E3
MANHANA,VIA CGTO SANTA ELENA
MADRUGADA,URBANIZACION RIOPAILA
ALMUERZO,CENTRO (LETICIA)
TARDE,ALCALA
MADRUGADA,ALTO DEL MERCADO
MOVILIZACIONVESPERTINA,PLAYA RICA S.C.
MOVILIZACIONVESPERTINA,CONQUISTADORES C-11
TARDE,LA LADERA C-8
MADRUGADA,EL POBLADO C-14
MADRUGADA,ENCISO C-8
MANHANA,ESTACION VILLA C-10
MANHANA,BOLIVARIANA C-11
ALMUERZO,VILLA CARLOTA C-14
MANHANA,CRISTO REY
MADRUGADA,SANTO DOMINGO DE GUZMAN
TARDE,LAS MALVINAS
ALMUERZO,SAN VICENTE
TARDE,LA ARBOLEDA
MANHANA,VILLA FANNY
MOVILIZACIONVESPERTINA,LOS ALPES
NOCHE,LIBERTADOR
MADRUGADA,LOS ALPES
MADRUGADA,CENTRO
NOCHE,EL PORVENIR
TARDE,COMFACASANARE
NOCHE,EL GAVAN
MADRUGADA,EL RECUERDO
NOCHE,EL JARDIN
MADRUGADA,CENTRO
MANHANA,CENTRO
MANHANA,PANAMERICANO
MANHANA,LOS MILAGROS
ALMUERZO,VEREDA
NOCHE,EL CENTRO
ALMUERZO,MATEO GOMEZ
MOVILIZACIONVESPERTINA,LOS ALAMOS
MOVILIZACIONVESPERTINA,LA PRADERA
MOVILIZACIONVESPERTINA,CHAPINERO ALTO E-2
MOVILIZACIONVESPERTINA,LAS MARGARITAS E-7
MOVILIZACIONVESPERTINA,GALAN E-16
MOVILIZACIONVESPERTINA,MEXICO II E-19
MOVILIZACIONVESPERTINA,PABLO VI E-13
NOCHE,TOCAREMA E-8
TARDE,PIO X KENNEDY E-8
MOVILIZACIONVESPERTINA,PRADO PINZON E-11
MOVILIZACIONVESPERTINA,RAFAEL NUNEZ E-13
MANHANA,VILLA CLEMENCIA E-7
NOCHE,CASTILLA LA NUEVA E-8
NOCHE,GRAN BRITALIA E-8
MANHANA,EL CONSUELO E-18
TARDE,BOCHICA I E-10
MADRUGADA,ANTIGUO COUNTRY E-2
MADRUGADA,PALOQUEMAO E-14
TARDE,CIUDAD KENNEDY CENTRAL E-8
TARDE,SAN JOSE DEL PRADO E-11
MOVILIZACIONVESPERTINA,VELODROMO E-4
TARDE,GAITAN E-12
TARDE,LA CASTANHA E-4
TARDE,URB. SAN PATRICIO E-1
MADRUGADA,COLOMBIA E-12
MADRUGADA,LA RIVIERA E-10
MADRUGADA,URB. PUENTE ARANDA E-16
MADRUGADA,CHAPINERO CENTRAL E-2
NOCHE,LA PRADERA NORTE E-16
NOCHE,LAGO DE CHAPINERO E-2
NOCHE,MARCO FIDEL SUAREZ E-18
NOCHE,URB. PONTEVEDRA I SECTOR E-11
MADRUGADA,CHAPINERO CENTRAL E-2
MADRUGADA,SANTANDER
MADRUGADA,SAN FRANCISCO E-19
MANHANA,SAN PABLO I E-7
MADRUGADA,BACHUE E-10
MANHANA,ALAMEDA E-3
ALMUERZO,LAS NIEVES E-3
MADRUGADA,LAS CRUCES E-3
MOVILIZACIONVESPERTINA,URB. SAN CARLOS E-6
MOVILIZACIONVESPERTINA,VILLA NELLY E-8
NOCHE,ALAMEDA DEL SUR E-18
NOCHE,CIUDAD BOGOTA E-19
MADRUGADA,SAN MIGUEL E-12
MANHANA,EL RESTREPO E-15
TARDE,RICAURTE E-14
MOVILIZACIONVESPERTINA,SAN FELIPE E-12
NOCHE,SERENA E-10
MADRUGADA,ABRAHAM LINCON E-6
MANHANA,LOS SAUCES E-16
NOCHE,SAN DIEGO E-3
NOCHE,PREDIO SAN CARLOS E-11
MANHANA,MODELIA E-9
ALMUERZO,ESPERANZA I Y II SECTOR E-7
MANHANA,CENTRO
MADRUGADA,LOS CEREZOS
MOVILIZACIONVESPERTINA,ACACIAS ETAPA I
MADRUGADA,TENERIFE
ALMUERZO,CENTRO
MOVILIZACIONVESPERTINA,SANTA ISABEL
MOVILIZACIONVESPERTINA,SANTA ISABEL
MADRUGADA,VEINTE DE JULIO
MOVILIZACIONVESPERTINA,CENTRO
ALMUERZO,MINUTO DE DIOS
MOVILIZACIONVESPERTINA,SAN MARTIN
MANHANA,ALCAZARES
MADRUGADA,SANTA ELENA
MANHANA,FLORENCIA
NOCHE,PARAISO
NOCHE,PARAISO
MOVILIZACIONVESPERTINA,PORTALES DEL LLANO
TARDE,PORVENIR
ALMUERZO,MONTECARLO
NOCHE,SAN FERNANDO
NOCHE,CENTRO
MOVILIZACIONVESPERTINA,PARAISO
MADRUGADA,VARIANTE SECTOR EL TUNEL
NOCHE,MADRIGAL
NOCHE,MARIDIAZ
NOCHE,VILLA LUCIA
MANHANA,BARRIO GUAIMARAL
MOVILIZACIONVESPERTINA,BARRIO CAMILO TORRES
MOVILIZACIONVESPERTINA,BARRIO ZONA INDUSTRIAL
MADRUGADA,BARRIO GUAIMARAL
MADRUGADA,BARRIO CENABASTOS
MADRUGADA,BARRIO SAN LUIS
MOVILIZACIONVESPERTINA,URBANIZACION VILLAS DE SEVILLA
NOCHE,BULEVAR NIZA
TARDE,VALENCIA
TARDE,ZONA CENTRO
NOCHE,BOSQUE DE LA  ACUARELA
NOCHE,SECTOR POSTOBON
MOVILIZACIONVESPERTINA,SECTOR PARQUE LA LIBERTAD
TARDE,VENECIA CENTRO V-3
NOCHE,POBLADO II
NOCHE,SAN JORGE
MOVILIZACIONVESPERTINA,CABECERA DEL LLANO
ALMUERZO,GARCIA ROVIRA
MOVILIZACIONVESPERTINA,LA CONCORDIA
MOVILIZACIONVESPERTINA,MANUELA BELTRAN I
MADRUGADA,VILLA ROSA (SECTOR II )
MANHANA,LA PEDREGOSA
MANHANA,CABECERA DEL LLANO
MANHANA,PORTON DEL TEJAR
TARDE,SAN ALONSO
ALMUERZO,SAN RAFAEL
MANHANA,SAN ALONSO
MOVILIZACIONVESPERTINA,RICAURTE
MOVILIZACIONVESPERTINA,RICAURTE
MOVILIZACIONVESPERTINA,RICAURTE
MOVILIZACIONVESPERTINA,VILLAS DE SAN FRANCISCO
ALMUERZO,C.R. PORTAL DE LA SIERRA
MADRUGADA,EL CARMEN I
MANHANA,LAGOS II
MANHANA,VDA. EL PANTANO
NOCHE,VILLA CAMPESTRE I
NOCHE,LA FERIA P/TA
MOVILIZACIONVESPERTINA,SANTILLANA
MANHANA,BOSQUE BAJO
MADRUGADA,DIVINO NINHO
TARDE,CALLE EL CAMPO
TARDE,CENTRO
MADRUGADA,CABALLERO Y GONGORA
NOCHE,SANTA BARBARA
NOCHE,MARTIN REYES
ALMUERZO,SAN SIMON PARTE ALTA
ALMUERZO,SAN SIMON PARTE ALTA
MOVILIZACIONVESPERTINA,SAN FERNANDO VIEJO E19
MANHANA,POTRERO GRANDE E21
MANHANA,U.R. SANTIAGO DE CALI E19
MOVILIZACIONVESPERTINA,EL LIDO E19
MOVILIZACIONVESPERTINA,ALFONSO B. ARAGON E14
ALMUERZO,SILOE E20
NOCHE,UNID. A GALINDO PLAZA TOROS E19
TARDE,COLSEGUROS ANDES E10
NOCHE,NUEVA FLORESTA E12
MADRUGADA,CHIPICHAPE E2
TARDE,CRISTOBAL COLON E10
ALMUERZO,CHAMPAGNAT E19
TARDE,LA HACIENDA E17
MOVILIZACIONVESPERTINA,TERRON COLORADO E1
NOCHE,CENTRO
MADRUGADA,ARBOLEDA CAMPESTRE (23-S-6-3)
TARDE,CAMELLON DEL QUINDIO
TARDE,POPULAR E24
ALMUERZO,VERSALLES
ALMUERZO,CENTRO
TARDE,HABAS
NOCHE,GRANADA
NOCHE,JORGE ELIECER GAITAN
MOVILIZACIONVESPERTINA,LOS COLORES C-11
TARDE,GUAYAQUIL C-10
NOCHE,EL POBLADO C-14
NOCHE,SAN PABLO C-1
NOCHE,BLANQUIZAL C-13
TARDE,BOMBONA 1 C-10
NOCHE,ALTOS DE RIOMAR
ALMUERZO,CIUDAD JARDIN
MANHANA,LA MAGDALENA
TARDE,EL ESFUERZO
MADRUGADA,VILLA ESTADIO I
MADRUGADA,LAS GAVIOTAS
MANHANA,CENTRO
NOCHE,BARRIO SANTA INES
MOVILIZACIONVESPERTINA,VILLA ESPERANZA
MADRUGADA,BARRIO SAN JOSE
MADRUGADA,SECTOR COLISEO MENOR
MADRUGADA,VILLAMONICA
MADRUGADA,ABBAS TURBAY
NOCHE,NUEVO HABITAD
ALMUERZO,LAURELES
MANHANA,LAS AMERICAS
MANHANA,VDA JULUMITO ALTO
TARDE,EL EMPEDRADO
NOCHE,BOLIVAR
MADRUGADA,CENTRO
NOCHE,LA ESPERANZA
MANHANA,VDA SAN PEDRO
NOCHE,CENTRO
TARDE,SABANAS DEL VALLE
TARDE,COSTA DE ORO
MOVILIZACIONVESPERTINA,PIAMONTE E-7
MOVILIZACIONVESPERTINA,CHICALA E-7
MANHANA,LA CASTANHA E-4
MOVILIZACIONVESPERTINA,SALAZAR GOMEZ E-16
MANHANA,GRAN BRITALIA E-8
TARDE,LLANO GRANDE E-8
MADRUGADA,CHICO I E-2
MADRUGADA,LA CABRERA E-2
MADRUGADA,RESTREPO E-15
MOVILIZACIONMATUTINA,PATIO BONITO I E-8
ALMUERZO,OLAYA E-18
MADRUGADA,CARVAJAL E-8
MADRUGADA,LAGO GAITAN E-2
MADRUGADA,ALAMOS SUR E-10
ALMUERZO,LA GAITANA E-11
MADRUGADA,EL RETIRO E-2
ALMUERZO,PRADO VERANIEGO E-11
TARDE,URB. CENTRO NARINHO E-13
MANHANA,PABLO SEXTO E-13
MANHANA,CERVANTES E-8
NOCHE,URB. PALENQUE E-8
MADRUGADA,CIUDAD KENNEDY CENTRAL E-8
MANHANA,ARBORIZADORA ALTA E-19
ALMUERZO,GRAN BRITALIA E-8
MOVILIZACIONVESPERTINA,SUCRE
NOCHE,CENTRO
MANHANA,EL CENTRO
MOVILIZACIONVESPERTINA,VEREDA LA GALDA
TARDE,PUEBLO NUEVO
NOCHE,NAZARETH
MADRUGADA,LAS MERCEDES
MADRUGADA,LOS ALPES
MADRUGADA,EL PROGRESO
MADRUGADA,LA PRADERA
TARDE,LOS OLIVOS
NOCHE,CENTRO
ALMUERZO,TAGANGA
MADRUGADA,TAGANGA
NOCHE,MARIA EUGENIA
NOCHE,CORREGIMIENTO GUACAMAYAL
MOVILIZACIONVESPERTINA,CENTRO
NOCHE,ANTONIO PINILLA
MADRUGADA,SAN ISIDRO
MOVILIZACIONVESPERTINA,VEREDA GENOY CENTRO
MOVILIZACIONMATUTINA,CHAMBU I
MOVILIZACIONMATUTINA,LA ROSA
MADRUGADA,SENDOYA
NOCHE,LA CAROLINA
NOCHE,VDA BELLAVISTA
MOVILIZACIONVESPERTINA,MALECOM
MADRUGADA,BARRIO PUEBLO NUEVO
MADRUGADA,EL RECREO
MANHANA,POLICARPA
ALMUERZO,SANTA TERESITA
MADRUGADA,LOS ABEDULES
NOCHE,ALAMOS
NOCHE,CABECERA DEL LLANO
NOCHE,CABECERA DEL LLANO
ALMUERZO,CHORRERAS DE DON JUAN
MADRUGADA,URB. BRISAS DE PROVENZA
MADRUGADA,JOSE MARIA CORDOBA
NOCHE,SAN FRANCISCO
MOVILIZACIONVESPERTINA,CASCO ANTIGUO DE FLORIDABLANCA
MADRUGADA,EL BOSQUE
MANHANA,RINCON DE GIRON
MOVILIZACIONVESPERTINA,BRISAS DE GUATIGUARA
NOCHE,RICAURTE PARTE ALTA
NOCHE,LOS MANDARINOS
NOCHE,LA FLORIDA
ALMUERZO,LA FLORESTA (URB.)
MADRUGADA,PROTECHO (URB.) SALADO
NOCHE,JORDAN II ETAPA
NOCHE,BOYACA
ALMUERZO,VRDA. BUENA VISTA
MOVILIZACIONVESPERTINA,MANUELA BELTRAN E14
ALMUERZO,SAN PEDRO E3
MOVILIZACIONVESPERTINA,SAN FERNANDO VIEJO E19
MANHANA,EL GRAN LIMONAR - CATAYA E17
TARDE,MARROQUIN I E14
TARDE,EUCARISTICO E19
TARDE,PIZAMOS III - LAS DALIAS E21
MANHANA,CALYPSO E13
MANHANA,NUEVA TEQUENDAMA E19
MANHANA,CALIMA E4
MADRUGADA,PAMPA LINDA E19
MOVILIZACIONVESPERTINA,CEIBAS AZULES
TARDE,ALTO DEL CASTILLO
NOCHE,EL BRASIL
NOCHE,SAN PEDRO CLAVER
MANHANA,URIBE E25
NOCHE,CGTO DAPA E25
NOCHE,VILLA NIZA  C-2
TARDE,BOLIVARIANA C-11
NOCHE,LA MOTA C-16
NOCHE,PATIO BONITO C-14
MADRUGADA,CALAZANS C-12
MADRUGADA,CALAZANS C-12
MADRUGADA,CALAZANS C-12
MADRUGADA,LOS COLORES C-11
TARDE,CARIBE C-5
MANHANA,COLOMBIA
MOVILIZACIONVESPERTINA,LOS ROBLES
MADRUGADA,CENTRO
NOCHE,CENTRO
TARDE,FATIMA
NOCHE,EL BOSQUE
MOVILIZACIONVESPERTINA,VDA TEJARES
MOVILIZACIONVESPERTINA,LA LIBERTAD
MOVILIZACIONVESPERTINA,LAS MALVINAS
MANHANA,LUIS HERNANDEZ VARGAS
MOVILIZACIONVESPERTINA,SAN JOSE
MOVILIZACIONVESPERTINA,JOSE MARIA OBANDO
MOVILIZACIONVESPERTINA,JOSE MARIA OBANDO
MOVILIZACIONVESPERTINA,MORALES DUQUE
MOVILIZACIONVESPERTINA,CENTENARIO
NOCHE,VEREDA
ALMUERZO,SAN FERNANDO
NOCHE,DANGON
NOCHE,BELLA VISTA
MANHANA,INV. EMANUEL
MADRUGADA,EDMUNDO LÒPEZ
MADRUGADA,URBANIZACION LOS ARAUJOS
MANHANA,CHUCHURUBI
MOVILIZACIONVESPERTINA,ALQUERIA LA FRAGUA E-8
MOVILIZACIONVESPERTINA,LAS AGUAS E-17
ALMUERZO,MUZU E-16
MANHANA,NORMANDIA E-10
MANHANA,PALERMO E-13
MANHANA,SAN ANTONIO E-15
MANHANA,SANTA ANA SUR E-4
ALMUERZO,SAN VICTORINO E-3
TARDE,BILBAO E-11
TARDE,HIPOTECHO OCCIDENTAL E-8
MANHANA,SERAFINA E-4
MANHANA,LA ESPERANZA I E-10
MANHANA,LAS MARGARITAS E-1
MANHANA,MARLY E-2
ALMUERZO,CEDRO SALAZAR E-1
MANHANA,SANTA BARBARA E-1
MADRUGADA,ABRAHAM LINCON E-6
MADRUGADA,LAS AGUAS E-3
TARDE,SAN FELIPE E-12
MOVILIZACIONMATUTINA,PRADO PINZON E-11
MOVILIZACIONVESPERTINA,MARLY E-2
ALMUERZO,SURAMERICA E-4
TARDE,URB. COLON E-16
MADRUGADA,CHICO NORTE II E-2
MADRUGADA,LA GRANJA E-10
MADRUGADA,CLASS E-8
MADRUGADA,SAN ANTONIO E-15
MOVILIZACIONVESPERTINA,ALQUERIA LA FRAGUA E-8
TARDE,SAN JUSTINO E-18
MOVILIZACIONVESPERTINA,FONTANAR DEL RIO B E-11
ALMUERZO,BELLAVISTA E-8
MOVILIZACIONVESPERTINA,SATURNO E-9
MOVILIZACIONVESPERTINA,ARMENIA E-13
MOVILIZACIONVESPERTINA,NICOLAS DE FEDERMAN E-13
MOVILIZACIONVESPERTINA,EL RESTREPO E-15
TARDE,BOSQUE IZQUIERDO E-3
NOCHE,LAS QUINTAS DEL SUR E-19
MADRUGADA,EL CAMPIN E-13
MANHANA,FLORENCIA E-10
MADRUGADA,VILLA ALSACIA SECTOR A E-8
MADRUGADA,EL POA E-11
NOCHE,LA GAITANA E-11
NOCHE,PERDOMO E-19
MANHANA,BLANCO
MADRUGADA,LA MOSCA
MANHANA,EURARE
TARDE,LUIS EDUARDO CUELLAR
NOCHE,20 DE JULIO
ALMUERZO,CANAIMA
ALMUERZO,EL BOSQUE
ALMUERZO,CALAMO
MANHANA,CIUDAD BOLIVAR
NOCHE,PUEBLO NUEVO
NOCHE,PARQUE TAYRONA
TARDE,ALCAZARES
MADRUGADA,CIUDADELA 29 DE JULIO
MANHANA,LLANO LINDO
MANHANA,CIUDAD PORFIA
MOVILIZACIONVESPERTINA,CIUDAD REAL
MOVILIZACIONVESPERTINA,PALERMO
MOVILIZACIONVESPERTINA,TAMASAGRA I
MANHANA,VENECIA
MANHANA,BACHUE
MANHANA,BACHUE
MANHANA,AV. CHAMPAGNAT
MANHANA,VILLA FLOR I
MADRUGADA,MADRIGAL
NOCHE,CHAPAL
MADRUGADA,VILLA DOCENTE
MANHANA,LA FLORESTA
MADRUGADA,CHILE
MADRUGADA,CHILE
MANHANA,CANHAVERAL
NOCHE,BARRIO BRISAS DEL PORVENIR
ALMUERZO,BARRIO SAN MATEO
MADRUGADA,BARRIO GRATAMIRA
ALMUERZO,BARRIO CERRO PICO
MOVILIZACIONVESPERTINA,SECTOR CENTRO COMERCIAL UNICENTRO
MANHANA,SAN JOSE
TARDE,SIMON BOLIVAR
ALMUERZO,LA CASTILLA
MANHANA,LA ROMELIA
MANHANA,LA ROMELIA
TARDE,PLAYA RICA
TARDE,SECTOR PARQUE LA LIBERTAD
NOCHE,CERRITOS
MADRUGADA,BARRIO CARTAGENA ALEGRE
MOVILIZACIONVESPERTINA,BARRIO ROCKY CAY
MOVILIZACIONVESPERTINA,CENTRO
TARDE,BETANIA
MOVILIZACIONMATUTINA,SAN FRANCISCO
ALMUERZO,COMUNEROS
NOCHE,ALFONSO LOPEZ
MOVILIZACIONVESPERTINA,OMAGA (SECTOR II )
TARDE,LA CAMPINHA
MOVILIZACIONMATUTINA,POBLADO
MOVILIZACIONVESPERTINA,EL PALENQUE
MOVILIZACIONVESPERTINA,CUTUCUMAY
NOCHE,PICALENHA
NOCHE,CALAMBEO
TARDE,RESTREPO
MANHANA,INTERLAKEN
MANHANA,EL SURCO
MOVILIZACIONVESPERTINA,CALDAS E18
MOVILIZACIONVESPERTINA,LA FORTALEZA E11
NOCHE,LAS QUINTAS DE DON SIMON E17
TARDE,CALIMA E4
MOVILIZACIONVESPERTINA,CHARCO AZUL E13
MANHANA,ALIRIO MORA BELTRAN E14
MANHANA,CIUDAD CAMPESTRE E22
NOCHE,ALTO NAPOLES E18
NOCHE,CGTO LOS ANDES E19
NOCHE,SANTO DOMINGO E10
MADRUGADA,LOS ALCAZARES E6
MADRUGADA,SAN NICOLAS E3
MADRUGADA,BRISAS DE MAYO E20
MADRUGADA,BRISAS DE MAYO E20
NOCHE,ALFONSO B. ARAGON E14
ALMUERZO,URB. TEQUENDAMA E19
NOCHE,URB. COLSEGUROS E19
MADRUGADA,CIUDAD TALANGA E21
MOVILIZACIONVESPERTINA,UNID. A GALINDO PLAZA TOROS E19
MADRUGADA,ANTONIO NARINHO E16
NOCHE,DIAMANTE E13
MANHANA,SIMON BOLIVAR
MANHANA,MEJOR VIVIR
MANHANA,MEJOR VIVIR
TARDE,CGTO ACOPI E25
NOCHE,CASTANHAL LOS LAGOS
MOVILIZACIONVESPERTINA,BARRIO COLOMBIA C-14
MANHANA,FLORIDA NUEVA C-11
MANHANA,JESUS NAZARENO C-10
MOVILIZACIONVESPERTINA,LAS VIOLETAS C-16
MANHANA,DIEGO ECHAVARRIA C-16
MOVILIZACIONVESPERTINA,LA AGUACATALA C-14
TARDE,EL SALVADOR  C-9
MOVILIZACIONVESPERTINA,GRANIZAL C-1
TARDE,POPULAR 1 C-1
TARDE,POPULAR 1 C-1
MADRUGADA,LA CANDELARIA C-10
MADRUGADA,FLORIDA NUEVA C-11
TARDE,LA ALPUJARRA C-10
TARDE,DIEGO ECHAVARRIA C-16
MADRUGADA,BARRIO COLOMBIA C-14
MOVILIZACIONVESPERTINA,SANTA ANA
MOVILIZACIONMATUTINA,LA PRADERA
MADRUGADA,LOS ANDES
TARDE,DON BOSCO
MANHANA,CABRERA
NOCHE,SAN ISIDRO
MOVILIZACIONVESPERTINA,13 DE JUNIO
NOCHE,B.BOYACA BAJO
TARDE,SANTA BARBARA
MOVILIZACIONVESPERTINA,MONQUIRA
MANHANA,BARRIO LAS AMERICAS
ALMUERZO,BARRIO 20 DE JULIO
ALMUERZO,BARRIO MUISCAS
MADRUGADA,BARRIO MALDONADO
MANHANA,BARRIO GALERIAS
TARDE,CENTRO
TARDE,CENTRO
TARDE,CENTRO
NOCHE,BELEN
MANHANA,VIA PALESTRO
MOVILIZACIONVESPERTINA,LAS PALMERAS
TARDE,20 DE JULIO
NOCHE,LLANO LINDO
MADRUGADA,INV. NUEVO MILENIO
MOVILIZACIONVESPERTINA,COMFACASANARE
NOCHE,BUENA VISTA
MOVILIZACIONVESPERTINA,SAN IGNACIO
ALMUERZO,PANDIGUANDO
MADRUGADA,VILLA DOCENTE
MANHANA,LAS AMERICAS
MANHANA,CALLEJA DEL NORTE
NOCHE,CENTRO
NOCHE,LA POPA
TARDE,LA GRANJA
MANHANA,PASATIEMPO
MOVILIZACIONVESPERTINA,EL ESPARTILLAL E-2
MOVILIZACIONVESPERTINA,QUIROGA IHS ETAPA E-18
MOVILIZACIONVESPERTINA,LA FRAGUA E-15
MANHANA,GALAN E-16
MOVILIZACIONVESPERTINA,GALAN E-16
ALMUERZO,GALERIAS E-13
MOVILIZACIONVESPERTINA,SERRANIAS E-5
NOCHE,PATIO BONITO I E-8
MANHANA,CHAPINERO SUR OCC. E-13
ALMUERZO,7 DE AGOSTO E-12
MANHANA,EDUARDO SANTOS E-14
MANHANA,NUEVO MUZU I SECTOR E-6
MADRUGADA,VENECIA E-6
TARDE,SUCRE E-2
TARDE,URB. EL ESTORIL E-11
NOCHE,CHAPINERO ALTO E-2
NOCHE,MOLINOS DEL SUR E-18
TARDE,CIUDADELA CAFAM E-11
MOVILIZACIONMATUTINA,LAS NIEVES E-3
MOVILIZACIONVESPERTINA,QUINTA CAMACHO E-2
MANHANA,PATIO BONITO I E-8
MANHANA,URB. MIRANDELA E-11
ALMUERZO,ALCAZARES E-12
TARDE,ALAMEDA E-3
MADRUGADA,RAMAJAL E-4
MADRUGADA,TEUSAQUILLO E-13
MADRUGADA,EL RETIRO E-2
MADRUGADA,VILLA ELISA E-11
NOCHE,SANTA MONICA E-1
MOVILIZACIONVESPERTINA,LAS AGUAS E-3
MANHANA,LAS CRUCES E-3
MANHANA,TEUSAQUILLO E-13
MANHANA,SAN LUIS E-13
TARDE,TERRENOS CAMACHO ROLDAN E-13
NOCHE,BOSQUES DE CASTILLA E-8
ALMUERZO,CENTRO E-3
TARDE,LA ESPERANZA E-12
MANHANA,HACIENDA SANTA BARBARA E-1
TARDE,CHAPINERO ALTO E-2
MADRUGADA,MULTIFAMILIAR CANAPRO E-1
MANHANA,ALHAMBRA SECTOR NORTE E-11
TARDE,SAN JOSE DE BAVARIA E-11
MADRUGADA,PALERMO E-13
MADRUGADA,LAS VEGAS E-8
MANHANA,URB. SAN CIPRIANO E-11
MANHANA,CIUDAD BERNA E-15
MANHANA,URB. PALENQUE E-8
MOVILIZACIONVESPERTINA,SAN ANTONIO E-15
MANHANA,SAN JUDAS
MANHANA,ALTICO
MANHANA,CENTRO
MADRUGADA,EL PORVENIR
MADRUGADA,LOS FAROLES
MADRUGADA,TAGANGA
MADRUGADA,ENSENADA JUAN XXIII 1-2
ALMUERZO,BARZAL BAJO
MADRUGADA,CIUDAD PORFIA
MANHANA,SAN ISIDRO
MANHANA,CENTRO
MANHANA,SINDAMANOY
MOVILIZACIONVESPERTINA,BOMBONA
TARDE,LORENZO
MOVILIZACIONMATUTINA,SAN FELIPE
MANHANA,BARRIO PRADOS DEL NORTE
MANHANA,BARRIO TOLEDO PLATA
ALMUERZO,BARRIO SAN MATEO
MADRUGADA,BARRIO ATALAYA 1 ETAPA
MANHANA,ZONA CENTRO
TARDE,ZONA CENTRO
TARDE,ZONA CENTRO
NOCHE,MINAS DEL PARAISO
TARDE,CENTRO
MADRUGADA,SAN ALONSO
MADRUGADA,SAN ALONSO
TARDE,CENTRO
MADRUGADA,CENTRO
MADRUGADA,VILLAS DE SAN IGNACIO
MADRUGADA,LA CONCORDIA
MANHANA,CONUCOS
MADRUGADA,COLORADOS
MANHANA,CASCO ANTIGUO DE FLORIDABLANCA
ALMUERZO,PRIMERO DE MAYO
ALMUERZO,SAN ISIDRO
NOCHE,VDA. SEVILLA
NOCHE,SAN RAFAEL P/TA
NOCHE,VARIANTE (ZONA NORTE)
MOVILIZACIONVESPERTINA,GAITAN PARTE ALTA
NOCHE,EL SALADO
MADRUGADA,JORDAN I ETAPA
MADRUGADA,PRADOS DEL NORTE
MOVILIZACIONVESPERTINA,LA POLA
ALMUERZO,JARDIN I ETAPA
ALMUERZO,GALAN
MADRUGADA,BELLAVISTA
NOCHE,EL JORGE
ALMUERZO,LA BASE E8
ALMUERZO,LA BASE E8
NOCHE,EL INGENIO E17
NOCHE,MAYAPAN - LAS VEGAS E17
TARDE,LOS CAMBULOS E19
TARDE,SAN PEDRO E3
MANHANA,CIUDAD CORDOBA E15
MANHANA,SAN NICOLAS E3
MOVILIZACIONVESPERTINA,OBRERO E9
ALMUERZO,MENGA E2
NOCHE,OLIMPICO E10
TARDE,PARQUE DE LA CANHA E7
TARDE,EL GUABAL E10
NOCHE,EL CORTIJO E20
TARDE,CANHAVERALEJO GUADALUPE E19
NOCHE,PARCELACIONES PANCE E22
MADRUGADA,ARANJUEZ E9
MADRUGADA,JOSE M. MARROQUIN II E14
MANHANA,REPUBLICA ISRAEL E16
MOVILIZACIONVESPERTINA,LOS ALCAZARES E6
MOVILIZACIONVESPERTINA,PARCELACIONES PANCE E22
ALMUERZO,CAMINO REAL - LOS FUNDADORES E19
MADRUGADA,PARCELACIONES PANCE E22
NOCHE,ALFONSO LOPEZ I E7
MADRUGADA,NAPOLES E18
MANHANA,URB. SAN JOSE OBRERO
ALMUERZO,URIBE URIBE
TARDE,BOLIVAR E25
MADRUGADA,ROMERAL
MANHANA,POPULAR 2 C-1
NOCHE,EL DANUBIO C-12
TARDE,BARRIO COLOMBIA C-14
TARDE,BUENOS AIRES  C-9
TARDE,ESTADIO C-11
MANHANA,SAN DIEGO C-10
MOVILIZACIONVESPERTINA,PATIO BONITO C-14
MANHANA,LA FLORESTA C-12
NOCHE,GUAYAQUIL C-10
NOCHE,LA CANDELARIA C-10
NOCHE,MANILA C-14
MADRUGADA,SANTA LUCIA C-12
MADRUGADA,SANTA LUCIA C-12
MANHANA,VILLA CARLOTA C-14
MOVILIZACIONVESPERTINA,CAMPO AMOR C-15
TARDE,MANRIQUE 1  C-4
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
MOVILIZACIONVESPERTINA,PERPETUO SOCORRO C-10
NOCHE,EL POMAR  C-3
MANHANA,ESTADIO C-11
TARDE,SANTA TERESITA C-12
MADRUGADA,ROBLEDO C-7
NOCHE,ESTADIO C-11
MADRUGADA,UNIVERSIDAD NACIONAL C-7
MADRUGADA,UNIVERSIDAD NACIONAL C-7
ALMUERZO,SAN FELIPE
MADRUGADA,BUENA ESPERANZA
MOVILIZACIONVESPERTINA,SAN ISIDRO
ALMUERZO,BARRIO CENTRO
MANHANA,CENTRO
TARDE,EL CABRERO
TARDE,MILAN
ALMUERZO,BARRIO VERSALLES
TARDE,BARRIO LA ASUNCION
MANHANA,RESTREPO
